Num_Semestre_Ano;Cod_Instituicao;Cod_Cat_Administrativa;Cod_Curso;Cod_Tipo_Curso;Cod_Municipio;Cod_Turno;Ano_Inicio_Curso;Qtd_Vagas;Qtd_Inscritos;Qtd_Calouros;Qtd_Transf_Interna;Qtd_Transf_Externa;Qtd_Portador_Diploma;Qtd_Reingresso;Qtd_Outros_Ingressos;Qtd_Matriculados;Qtd_Concluintes;Qtd_Trancados;Qtd_Desistentes;Qtd_Mudou_Curso;Qtd_Mudou_Instituicao
200301;1994;1;246;2;310620;2;1957;40;204;40;1;1;7;1;;179;;2;6;1;
200301;1994;1;246;2;310620;2;1987;25;40;25;2;;;;;115;;2;2;;
200301;1994;1;415;1;310620;1;1954;40;48;33;1;;;;;136;6;5;4;;
200301;1994;1;415;2;310620;2;2000;40;31;26;;;3;;;92;;;3;;
200301;1994;1;435;2;310620;1;1969;170;1886;170;;23;;12;;600;59;22;2;;1
200301;1994;1;435;2;310620;2;1969;70;1240;70;;;;;;363;76;6;2;;1
200302;1994;1;54;1;310620;1;1998;;;;;;;;;161;22;9;;;
200302;1994;1;54;1;310620;2;1998;;;;;;;;;92;23;6;;;
200302;1994;1;134;1;310620;1;1964;;;;1;4;;;;292;75;12;17;;
200302;1994;1;140;1;310620;1;1965;;;;2;8;;;;311;44;8;13;;
200302;1994;1;140;1;310620;2;1965;;;;;;;12;12;397;87;22;8;;2
200302;1994;1;246;2;310620;1;1983;;;;;1;;;;143;24;4;4;;
200302;1994;1;246;2;310620;1;1987;;;;;;;;;174;34;5;;;
200302;1994;1;246;2;310620;2;1957;;;;2;;;2;;170;26;2;;2;
200302;1994;1;246;2;310620;2;1987;;;;;;;;;105;22;3;;;
200302;1994;1;415;1;310620;1;1954;;;;;;;;;126;8;7;6;;1
200302;1994;1;415;2;310620;2;2000;;;;;;;;;87;;;7;;
200302;1994;1;435;2;310620;1;1969;;;;;;;9;;577;83;16;;;1
200302;1994;1;435;2;310620;2;1969;;;;;;;2;;349;41;8;1;;
200401;1994;1;54;1;310620;1;1944;50;255;50;8;2;;;;171;;8;5;;
200401;1994;1;54;1;310620;2;1944;25;137;25;1;;;;;102;;6;5;;
200401;1994;1;55;2;310620;2;2004;40;174;40;;;;;;36;;;4;;
200401;1994;1;130;1;310620;1;2004;40;527;40;;;;;;28;;;12;;
200401;1994;1;130;1;310620;2;2004;40;685;40;;;;;;29;;;11;;
200401;1994;1;134;1;310620;1;1964;;;;;1;4;1;;227;;13;12;;
200401;1994;1;134;1;310620;1;2004;80;623;78;;;;;;72;;;6;;
200401;1994;1;140;1;310620;1;1965;;;;;5;2;2;;328;;12;13;;
200401;1994;1;140;1;310620;2;1965;;;;;3;7;11;;369;;21;26;;
200401;1994;1;246;2;310620;1;1983;90;267;90;3;;;5;;329;;6;13;3;
200401;1994;1;246;2;310620;2;1957;;;;;;12;2;;125;;11;9;;
200401;1994;1;246;2;310620;2;1983;25;100;25;1;;;;;119;;1;;1;
200401;1994;1;292;2;310620;2;2000;40;77;27;;;3;1;;114;;3;1;;
200401;1994;1;415;1;310620;1;1954;40;97;36;;1;3;;;147;4;5;7;;3
200401;1994;1;435;2;310620;1;1969;135;1424;135;;31;;6;;554;54;25;15;;1
200401;1994;1;435;2;310620;2;1969;105;1303;105;;;;1;;363;40;7;10;;1
200401;1994;1;463;1;310620;1;2004;40;319;39;;;;;;33;;;6;;
200401;1994;1;463;1;310620;2;2004;40;350;40;;;;;;35;;;5;;
200402;1994;1;54;1;310620;1;1944;;;;;;;;;158;25;;;;
200402;1994;1;54;1;310620;2;1944;;;;;;;;;91;20;;;;
200402;1994;1;55;2;310620;2;2004;;;;;1;;;;31;;6;;;
200402;1994;1;130;1;310620;1;2004;;;;;9;;;;33;;3;1;;
200402;1994;1;130;1;310620;2;2004;;;;;2;;;;25;;6;;;
200402;1994;1;134;1;310620;1;1964;;;;;3;5;2;;228;48;12;2;;
200402;1994;1;134;1;310620;1;2004;;;;5;;;;;65;;12;;;
200402;1994;1;140;1;310620;1;1965;;;;;8;1;2;;285;30;12;2;;
200402;1994;1;140;1;310620;2;1965;;;;;1;7;9;;287;63;16;12;;
200402;1994;1;246;2;310620;1;1983;;;;;;3;;;307;65;17;13;;
200402;1994;1;246;2;310620;2;1957;;;;;1;9;;;128;38;4;;;
200402;1994;1;246;2;310620;2;1983;;;;;;;;;114;25;5;5;;
200402;1994;1;292;2;310620;2;2000;;;;;;2;;;96;11;5;4;;
200402;1994;1;415;1;310620;1;1954;;;;;;5;;;121;17;5;7;;1
200402;1994;1;435;2;310620;1;1969;;;;;;;3;;548;56;22;12;;4
200402;1994;1;435;2;310620;2;1969;;;;;;;1;;365;75;11;2;;
200402;1994;1;463;1;310620;1;2004;;;;;2;;;;31;;4;;;
200402;1994;1;463;1;310620;2;2004;;;;;;;;;30;;5;;;
200501;1994;1;54;1;310620;1;1944;50;243;50;2;1;;;;180;;2;1;2;
200501;1994;1;54;1;310620;2;1944;25;162;25;;;;;;92;;4;;;
200501;1994;1;134;1;310620;1;1964;;;;2;5;;;;143;;5;2;4;
200501;1994;1;140;1;310620;1;1965;;;;3;18;3;3;;212;;9;10;1;
200501;1994;1;140;1;310620;2;1965;;;;5;7;5;1;;264;;13;5;1;
200501;1994;1;141;1;310620;1;2004;40;709;40;6;8;;;;89;;2;2;1;
200501;1994;1;141;1;310620;2;2004;40;828;40;;1;;;;83;;4;1;;
200501;1994;1;142;1;310620;1;2004;80;445;80;1;4;;;;161;;1;3;1;
200501;1994;1;246;2;310620;1;1983;90;262;90;2;1;;4;;326;;11;8;2;1
200501;1994;1;246;2;310620;2;1957;;;;;;;;;84;;4;4;2;
200501;1994;1;246;2;310620;2;1983;25;94;25;;;;;;113;;2;3;;
200501;1994;1;248;2;310620;2;2004;40;255;40;;1;;;;91;;2;3;2;
200501;1994;1;292;2;310620;2;2000;40;94;36;1;;;;;124;;8;3;;
200501;1994;1;415;1;310620;1;1954;40;94;30;;;1;;;139;5;8;2;;
200501;1994;1;435;2;310620;1;1969;140;1245;140;;19;;3;;526;51;14;;;
200501;1994;1;435;2;310620;2;1969;100;1413;100;;;;;;356;41;11;;;
200501;1994;1;463;1;310620;1;2004;40;333;40;1;6;;;;95;;1;2;;
200501;1994;1;463;1;310620;2;2004;40;442;40;;;;;;95;;3;2;1;
200502;1994;1;54;1;310620;1;1944;;;;;;;;;169;26;7;4;;1
200502;1994;1;54;1;310620;2;1944;;;;;;;;;87;16;3;2;;
200502;1994;1;134;1;310620;1;1964;;;;2;2;1;2;;137;55;3;3;4;
200502;1994;1;140;1;310620;1;1965;;;;8;7;;;;181;47;5;7;1;1
200502;1994;1;140;1;310620;2;1965;;;;5;6;;;;218;55;16;5;2;
200502;1994;1;141;1;310620;1;2004;;;;4;2;1;;;95;;11;;;
200502;1994;1;141;1;310620;2;2004;;;;4;1;;;;88;;15;;;
200502;1994;1;142;1;310620;1;2004;;;;;;;;;147;;10;2;2;1
200502;1994;1;246;2;310620;1;1983;;;;;;;;;322;45;12;2;;1
200502;1994;1;246;2;310620;2;1957;;;;;;;2;;88;44;;4;1;
200502;1994;1;246;2;310620;2;1983;;;;;;;;;113;28;3;1;;
200502;1994;1;248;2;310620;2;2004;;;;2;1;;;;81;;5;2;1;
200502;1994;1;292;2;310620;2;2000;;;;1;;;;;116;12;8;9;;
200502;1994;1;415;1;310620;1;1954;;;;1;;;;;124;21;7;6;;
200502;1994;1;435;2;310620;1;1969;;;;;1;;4;;512;75;17;4;;1
200502;1994;1;435;2;310620;2;1969;;;;;;;;;349;41;5;2;;
200502;1994;1;463;1;310620;1;2004;;;;;2;;1;;78;;9;4;1;
200502;1994;1;463;1;310620;2;2004;;;;1;1;;;;89;;7;2;;
200601;1994;1;54;1;310620;1;1944;50;235;50;;;;;;207;;11;2;;
200601;1994;1;54;1;310620;2;1944;25;186;25;;;;;;104;;10;1;;
200601;1994;1;134;1;310620;1;1964;;;;;;;;;70;;1;;;
200601;1994;1;140;1;310620;1;1965;;;;;;;;;119;;6;;;
200601;1994;1;140;1;310620;2;1965;;;;;;;2;;144;;7;;;
200601;1994;1;141;1;310620;1;2004;40;769;40;3;;;;;117;;4;16;;
200601;1994;1;141;1;310620;2;2004;40;799;40;5;;;1;;130;;6;9;;
200601;1994;1;142;1;310620;1;2004;80;575;80;;;;;;213;;12;;;
200601;1994;1;246;2;310620;1;1983;50;155;50;;;;;;260;;9;4;2;
200601;1994;1;246;2;310620;2;1957;;;;;;;;;29;;4;;;
200601;1994;1;246;2;310620;2;1983;25;159;25;;;;;;107;;4;2;;
200601;1994;1;248;2;310620;2;2004;40;282;40;2;1;;;;104;;1;;;1
200601;1994;1;292;2;310620;1;2006;40;155;40;;;;;35;73;;;2;;
200601;1994;1;292;2;310620;2;2000;40;118;33;2;;3;1;;140;;3;10;;1
200601;1994;1;347;4;310620;2;2006;40;191;40;;;;;;;;;;;
200601;1994;1;415;1;310620;1;1954;40;110;36;;1;1;;;132;6;2;7;;
200601;1994;1;435;2;310620;1;1969;140;1396;170;;14;;8;;512;48;17;21;;
200601;1994;1;435;2;310620;2;1969;100;1153;70;;;;;;342;35;10;13;;
200601;1994;1;463;1;310620;1;2004;40;347;40;;;;;;108;;6;;2;
200601;1994;1;463;1;310620;2;2004;40;422;40;;1;;1;;115;;5;;5;
200602;1994;1;54;1;310620;1;1944;;;;;;;;;177;28;8;;;
200602;1994;1;54;1;310620;2;1944;;;;;;;;;96;15;8;;;
200602;1994;1;134;1;310620;1;1964;;;;;;;;;71;56;1;;;
200602;1994;1;140;1;310620;1;1965;;;;;;;;;109;43;1;;;
200602;1994;1;140;1;310620;2;1965;;;;;;;;;137;58;8;;;
200602;1994;1;141;1;310620;1;2004;;;;4;3;;;;112;;11;;;
200602;1994;1;141;1;310620;2;2004;;;;2;2;;;;148;;12;;;
200602;1994;1;142;1;310620;1;2004;;;;1;3;;;;195;;20;2;;
200602;1994;1;246;2;310620;1;1983;;;;;;;;;267;53;9;2;;1
200602;1994;1;246;2;310620;2;1957;;;;;;;;;33;22;1;1;;
200602;1994;1;246;2;310620;2;1983;;;;;;;;;102;10;5;;;
200602;1994;1;248;2;310620;2;2004;;;;;;;;;88;;10;8;;
200602;1994;1;292;2;310620;1;2006;;;;;;;;;69;;;4;;
200602;1994;1;292;2;310620;2;2000;;;;;;;2;;135;1;5;6;;
200602;1994;1;347;4;310620;2;2006;;;;;;;;;36;;;4;;
200602;1994;1;415;1;310620;1;1954;;;;;;;;;112;19;11;3;;
200602;1994;1;435;2;310620;1;1969;;;;;;;9;;487;75;23;3;;
200602;1994;1;435;2;310620;2;1969;;;;;;;1;;344;41;20;1;;1
200602;1994;1;463;1;310620;1;2004;;;;;;;;;102;;6;;4;
200602;1994;1;463;1;310620;2;2004;;;;;;;;;105;;10;;1;
200701;1994;1;54;1;310620;1;1944;50;274;50;1;;;;;196;1;6;9;1;
200701;1994;1;54;1;310620;2;1944;25;166;25;;;;;;102;;6;7;;
200701;1994;1;140;1;310620;1;1965;;;;;;;;;52;12;13;;;1
200701;1994;1;140;1;310620;2;1965;;;;;;;;;80;11;10;;;
200701;1994;1;141;1;310620;1;2004;40;669;40;;5;1;;;155;;3;2;;
200701;1994;1;141;1;310620;2;2004;40;753;40;;1;;;;179;;8;3;;
200701;1994;1;142;1;310620;1;2004;80;971;78;;4;;;;278;;3;;;
200701;1994;1;246;2;310620;1;1983;50;131;50;;;;;;273;;4;13;;
200701;1994;1;246;2;310620;2;1983;25;108;25;1;;;;;91;;2;9;;
200701;1994;1;248;2;310620;2;2004;40;275;40;;1;1;;;131;;2;;;
200701;1994;1;292;2;310620;1;2006;40;54;40;1;;;;;110;;5;1;;
200701;1994;1;292;2;310620;2;2000;44;31;31;1;2;1;2;;163;6;5;7;1;
200701;1994;1;347;4;310620;2;2006;40;378;40;;;;;1;68;;7;2;;
200701;1994;1;415;1;310620;1;1954;40;35;29;;1;2;;;120;3;5;7;;
200701;1994;1;435;2;310620;1;1969;140;1099;139;;;;;;515;56;9;21;;
200701;1994;1;435;2;310620;2;1969;100;1034;101;;;;;;408;36;9;13;;
200701;1994;1;463;1;310620;1;2004;40;344;39;;1;;;;141;;;1;;
200701;1994;1;463;1;310620;2;2004;40;457;39;;3;1;;;149;;9;;;
200702;1994;1;54;1;310620;1;1944;;;;;;;;;182;31;19;2;;
200702;1994;1;54;1;310620;2;1944;;;;;;;;;94;25;9;7;;
200702;1994;1;140;1;310620;1;1965;;;;;;;;;43;27;;;;
200702;1994;1;140;1;310620;2;1965;;;;;;;;;75;63;;;;
200702;1994;1;141;1;310620;1;2004;;;;;2;;;;149;9;6;2;;
200702;1994;1;141;1;310620;2;2004;;;;;;;;;173;15;10;1;;
200702;1994;1;142;1;310620;1;2004;;;;;;;;;251;42;24;4;;
200702;1994;1;246;2;310620;1;1983;;;;;;;;;259;38;9;6;;
200702;1994;1;246;2;310620;2;1983;;;;;;;;;92;19;4;4;;
200702;1994;1;248;2;310620;2;2004;;;;;1;;;;121;12;7;6;;
200702;1994;1;292;2;310620;1;2006;;;;;;;;;102;;9;3;;
200702;1994;1;292;2;310620;2;2000;;;;;;11;;;155;14;7;9;;
200702;1994;1;347;4;310620;2;2006;;;;;;;;;63;;5;;;
200702;1994;1;415;1;310620;1;1954;;;;;;;;;116;;6;;;
200702;1994;1;435;2;310620;1;1969;;;;;;;;;438;74;10;2;;
200702;1994;1;435;2;310620;2;1969;;;;;;;;;383;40;12;1;;1
200702;1994;1;463;1;310620;1;2004;;;;;2;;;;121;9;8;14;;
200702;1994;1;463;1;310620;2;2004;;;;;;;;;126;7;15;10;;
200801;1994;1;54;1;310620;1;1944;50;211;50;;;;;;187;;10;4;;
200801;1994;1;54;1;310620;2;1944;25;131;25;;;;2;;102;;5;5;;
200801;1994;1;141;1;310620;1;2004;40;514;40;;5;;;;169;;16;;;
200801;1994;1;141;1;310620;2;2004;40;501;40;;14;;;;200;;12;;;
200801;1994;1;142;1;310620;1;2004;80;686;80;;2;;;;273;;10;8;;
200801;1994;1;246;2;310620;1;1983;50;108;39;;;2;3;;247;;12;7;;
200801;1994;1;246;2;310620;2;1983;25;87;24;;;;;;95;;;4;;
200801;1994;1;248;2;310620;2;2004;40;102;40;;4;;;;135;;8;10;;
200801;1994;1;292;2;310620;1;2006;40;124;40;;;;;;117;;9;13;3;1
200801;1994;1;292;2;310620;2;2000;40;122;24;3;;;;;151;4;11;7;;
200801;1994;1;347;4;310620;2;2006;40;551;40;;;7;;;102;20;4;8;;
200801;1994;1;415;1;310620;1;1954;40;117;22;;;;;3;143;;4;1;;
200801;1994;1;435;2;310620;1;1969;160;696;160;;15;;12;;545;32;4;3;;
200801;1994;1;435;2;310620;2;1969;80;537;80;;;;2;;421;27;6;5;;
200801;1994;1;463;1;310620;1;2004;40;321;40;;;;;;126;;12;14;;
200801;1994;1;463;1;310620;2;2004;40;281;40;;3;;;;153;;3;6;;
200802;1994;1;54;1;310620;1;1944;;;;;;;3;;181;25;4;6;;
200802;1994;1;54;1;310620;2;1944;;;;;;;2;;103;23;4;6;;
200802;1994;1;141;1;310620;1;2004;;;;;16;;;;164;38;21;;;
200802;1994;1;141;1;310620;2;2004;;;;;8;;;;194;29;14;;;
200802;1994;1;142;1;310620;1;2004;;;;;;;;;249;45;15;9;;
200802;1994;1;246;2;310620;1;1983;;;;;;;;;238;50;7;3;;
200802;1994;1;246;2;310620;2;1983;;;;;;;;;95;26;;2;;
200802;1994;1;248;2;310620;2;2004;;;;;;;;;121;14;10;4;;
200802;1994;1;292;2;310620;1;2006;;;;;;;;;104;13;7;9;;
200802;1994;1;292;2;310620;2;2000;;;;;;;;;137;13;9;6;;
200802;1994;1;347;4;310620;2;2006;;;;;;;;;79;20;4;;;
200802;1994;1;415;1;310620;1;1954;;;;;;;;;132;23;5;9;1;
200802;1994;1;435;2;310620;1;1969;;;;;;;6;;486;48;15;3;;1
200802;1994;1;435;2;310620;2;1969;;;;;;;6;;404;45;13;;;
200802;1994;1;463;1;310620;1;2004;;;;;;;;;107;16;12;7;;
200802;1994;1;463;1;310620;2;2004;;;;;;;;;125;19;18;10;;
200101;2047;2;2;1;310620;1;1949;50;1184;51;;;;;1;205;32;11;3;1;1
200101;2047;2;2;1;310620;2;1949;50;1496;50;;1;;1;;274;12;11;6;1;
200101;2047;2;47;1;310620;1;1931;90;1311;90;2;3;1;1;1;460;36;20;9;1;
200101;2047;2;50;8;310620;1;1999;40;180;40;;1;;;;88;;10;2;;
200101;2047;2;67;8;310620;1;1958;66;413;66;1;4;5;1;26;319;34;16;16;;1
200101;2047;2;68;1;310620;1;1950;82;695;82;11;;;2;1;344;33;18;9;1;
200101;2047;2;68;1;310620;2;1950;40;552;40;;;;;;116;;3;1;;
200101;2047;2;82;1;310620;1;2001;25;456;25;;;;;;23;;1;1;;
200101;2047;2;83;1;310620;1;1973;80;2320;80;;;;3;;317;29;21;10;;
200101;2047;2;83;1;310620;2;1973;;;;;;;;;;;6;;;
200101;2047;2;95;8;310620;1;1943;80;2232;80;1;;;5;18;361;34;26;30;1;
200101;2047;2;95;8;310620;2;1943;40;811;40;1;1;;3;12;196;27;17;16;;
200101;2047;2;96;1;310620;2;1945;80;1204;80;1;3;;;;410;43;13;6;;
200101;2047;2;100;8;310620;1;1941;80;1016;81;;;;9;8;340;26;38;37;2;1
200101;2047;2;113;1;310620;1;1962;100;3695;100;;;;4;1;307;9;16;21;;
200101;2047;2;144;1;310620;1;1983;330;8530;331;;7;;8;;1731;136;45;22;;
200101;2047;2;149;1;310620;1;1941;80;689;80;4;2;;3;;328;17;17;20;;5
200101;2047;2;157;8;310620;1;1953;110;2764;111;;;;5;18;505;79;21;23;1;1
200101;2047;2;164;8;310620;1;1934;96;2535;96;;;;;1;437;46;5;6;;
200101;2047;2;176;1;310620;1;1912;200;1141;202;;;;10;2;1071;72;29;30;1;8
200101;2047;2;182;1;310620;1;1998;80;1596;80;;;;;;189;;5;3;1;
200101;2047;2;186;1;310620;1;1966;50;571;48;;13;2;1;;224;15;23;15;;
200101;2047;2;189;1;310620;1;2001;80;586;80;;;;;;40;;;;;
200101;2047;2;200;1;310620;1;1951;100;1473;100;1;2;;3;1;484;20;29;20;1;
200101;2047;2;211;1;310620;1;1951;80;533;82;2;6;2;2;1;486;24;21;26;;
200101;2047;2;211;1;310620;2;1951;80;1055;80;;;;;;37;;;;;
200101;2047;2;213;1;310620;1;1966;50;256;50;;5;;3;;233;12;21;12;2;1
200101;2047;2;215;1;310620;1;1942;50;503;51;;;;;;264;27;9;4;;
200101;2047;2;220;1;310620;1;1978;35;293;35;;2;8;3;;148;3;10;11;;
200101;2047;2;234;1;310620;1;1916;132;2800;133;;;;2;67;678;115;17;20;1;
200101;2047;2;237;8;310620;1;1941;45;430;45;3;2;1;2;21;198;5;22;19;1;
200101;2047;2;238;8;310620;1;1943;50;221;50;;;;3;1;144;8;14;5;;
200101;2047;2;238;8;310620;2;1943;40;345;40;3;5;;3;14;174;7;13;10;1;
200101;2047;2;240;1;310620;1;1979;60;2478;60;;2;;;;245;24;5;2;;
200101;2047;2;241;1;310620;1;2000;50;637;51;1;;;;;73;;1;1;;
200101;2047;2;315;8;310620;1;1941;40;670;40;;;;5;15;206;8;17;10;;
200101;2047;2;315;8;310620;2;1941;40;646;41;;;;1;;184;14;14;6;;1
200101;2047;2;319;1;310620;1;1973;35;297;35;;8;7;1;;177;2;7;17;2;1
200101;2047;2;352;8;310620;1;1957;44;701;44;;2;;1;16;199;10;14;22;;
200101;2047;2;352;8;310620;2;1957;44;1002;44;;1;;4;5;179;31;7;16;;
200101;2047;2;376;8;310620;1;1943;140;1673;140;3;5;2;8;61;814;113;66;62;1;2
200101;2047;2;376;8;310620;2;1943;160;1528;160;2;12;5;1;9;515;8;43;20;;
200101;2047;2;397;8;310620;1;1941;50;584;50;;;;2;4;208;17;11;15;4;
200101;2047;2;397;8;310620;2;1941;40;586;40;1;1;;1;1;165;10;18;12;;
200101;2047;2;399;1;310620;1;1999;20;271;20;4;;1;;;53;;6;2;;
200101;2047;2;404;1;310620;1;1912;320;10212;320;;;;;;1950;167;5;8;1;
200101;2047;2;406;1;310620;1;1932;120;2425;122;;1;;1;;655;69;5;10;1;
200101;2047;2;415;8;310620;1;1925;44;125;44;1;;;6;7;233;14;16;7;;1
200101;2047;2;429;1;310620;1;1907;120;2267;121;;1;;;;545;61;5;9;;
200101;2047;2;435;2;310620;1;1943;66;780;67;;;;1;1;287;59;6;14;;
200101;2047;2;435;2;310620;2;1943;66;1341;66;;2;;2;1;350;57;12;8;;
200101;2047;2;465;9;310620;1;1963;132;3601;132;1;1;;2;73;692;126;24;33;2;3
200101;2047;2;471;8;310620;1;1943;40;445;40;;;;3;8;184;12;17;16;1;
200101;2047;2;471;8;310620;2;1943;40;409;41;;1;4;1;;172;2;14;10;1;
200101;2047;2;581;1;310620;1;1979;60;1773;60;;;;1;;228;18;13;1;;
200102;2047;2;2;1;310620;1;1949;;;;;;;1;2;231;14;2;;;
200102;2047;2;2;1;310620;2;1949;;;;;;;;;260;28;8;;;
200102;2047;2;47;1;310620;1;1931;;;;;3;1;2;;467;31;18;;;
200102;2047;2;50;8;310620;1;1999;;;;;2;;;;115;;4;;;
200102;2047;2;67;8;310620;1;1958;;;;;;;;28;336;31;14;;;
200102;2047;2;68;1;310620;1;1950;;;;;;;;15;366;30;10;;;
200102;2047;2;68;1;310620;2;1950;;;;;;;;;114;;3;;;
200102;2047;2;82;1;310620;1;2001;;;;;;;;;24;;;;;
200102;2047;2;83;1;310620;1;1973;;;;3;1;;3;;344;47;;;;
200102;2047;2;95;8;310620;1;1943;;;;1;;;1;16;370;47;15;;;
200102;2047;2;95;8;310620;2;1943;;;;2;;;;15;200;31;7;;;
200102;2047;2;96;1;310620;2;1945;;;;;1;;;;392;51;17;;;
200102;2047;2;100;8;310620;1;1941;;;;2;7;7;6;8;389;28;12;;;
200102;2047;2;113;1;310620;1;1962;;;;;1;;1;7;356;69;13;;;
200102;2047;2;144;1;310620;1;1983;;;;;1;;2;;1747;170;43;;;
200102;2047;2;149;1;310620;1;1941;;;;1;6;;2;;346;25;12;;;
200102;2047;2;157;8;310620;1;1953;;;;1;1;;3;40;534;64;10;;;
200102;2047;2;164;8;310620;1;1934;;;;4;5;;;1;443;50;6;;;
200102;2047;2;176;1;310620;1;1912;;;;2;17;1;3;6;1097;79;26;;;
200102;2047;2;182;1;310620;1;1998;;;;1;1;;;;221;;11;;;
200102;2047;2;186;1;310620;1;1966;;;;;16;8;3;;256;10;14;;;
200102;2047;2;189;1;310620;1;2001;;;;;;;;;78;;2;;;
200102;2047;2;200;1;310620;1;1951;;;;4;5;2;4;;535;22;8;;;
200102;2047;2;211;1;310620;1;1951;;;;1;8;2;;3;502;25;7;;;
200102;2047;2;211;1;310620;2;1951;;;;;;;;;78;;;;;
200102;2047;2;213;1;310620;1;1966;;;;;3;;1;;252;16;7;;;
200102;2047;2;215;1;310620;1;1942;;;;1;;;1;;261;21;;;;
200102;2047;2;220;1;310620;1;1978;;;;;;;;;148;12;;;;
200102;2047;2;234;1;310620;1;1916;;;;5;5;;2;73;690;90;;;;
200102;2047;2;237;8;310620;1;1941;;;;;;;;6;183;24;;;;
200102;2047;2;238;8;310620;1;1943;;;;;;;;2;133;11;6;;;
200102;2047;2;238;8;310620;2;1943;;;;1;;;1;1;166;25;9;;;
200102;2047;2;240;1;310620;1;1979;;;;;;;;;246;12;8;;;
200102;2047;2;241;1;310620;1;2000;;;;;;;;;100;;;;;
200102;2047;2;315;8;310620;1;1941;;;;;;;3;7;202;23;8;;;
200102;2047;2;315;8;310620;2;1941;;;;1;;1;4;;216;10;8;;;
200102;2047;2;319;1;310620;1;1973;;;;2;;1;1;;164;23;5;;;
200102;2047;2;352;8;310620;1;1957;;;;;;;2;4;191;35;;;;
200102;2047;2;352;8;310620;2;1957;;;;2;6;;1;6;202;11;;;;
200102;2047;2;376;8;310620;1;1943;;;;;1;;5;69;784;98;;;;
200102;2047;2;376;8;310620;2;1943;;;;1;9;1;1;16;613;40;;;;
200102;2047;2;397;8;310620;1;1941;;;;1;1;;2;4;192;17;;;;
200102;2047;2;397;8;310620;2;1941;;;;;;;1;;155;19;;;;
200102;2047;2;399;1;310620;1;1999;;;;1;;;;;55;1;;;;
200102;2047;2;404;1;310620;1;1912;;;;;;;;;1936;160;;;;
200102;2047;2;406;1;310620;1;1932;;;;;;;1;;636;54;;;;
200102;2047;2;415;8;310620;1;1925;;;;;;;1;1;204;19;19;;;
200102;2047;2;429;1;310620;1;1907;;;;;;;;;533;52;;;;
200102;2047;2;435;2;310620;1;1943;;;;;;;1;42;302;3;;;;
200102;2047;2;435;2;310620;2;1943;;;;;1;;3;49;314;3;;;;
200102;2047;2;465;9;310620;1;1963;;;;4;3;2;3;87;710;98;;;;
200102;2047;2;471;8;310620;1;1943;;;;;;;2;4;182;19;;;;
200102;2047;2;471;8;310620;2;1943;;;;;;;;;205;17;;;;
200102;2047;2;581;1;310620;1;1979;;;;;;;;;233;21;;;;
200201;2047;2;2;1;310620;1;1949;50;1181;50;;1;;1;1;215;34;4;3;;
200201;2047;2;2;1;310620;2;1949;50;1911;50;;;;1;;265;13;15;13;;
200201;2047;2;47;1;310620;1;1931;90;1091;90;2;2;1;1;;461;50;29;16;2;
200201;2047;2;50;8;310620;1;1999;40;418;40;;1;;;;126;5;7;5;;
200201;2047;2;67;8;310620;1;1958;66;478;67;;;;;17;323;37;25;22;1;
200201;2047;2;68;1;310620;1;1950;82;806;82;;;;1;11;344;36;14;31;2;1
200201;2047;2;68;1;310620;2;1950;40;594;40;;;;;;145;;10;4;1;
200201;2047;2;82;1;310620;1;2001;25;194;25;1;;;;;49;;;1;;
200201;2047;2;83;1;310620;1;1973;80;2668;80;2;;;2;;325;26;13;12;;
200201;2047;2;95;8;310620;1;1943;80;2159;80;;;;;14;339;30;16;19;4;
200201;2047;2;95;8;310620;2;1943;40;1000;40;2;1;1;2;7;188;25;18;11;;
200201;2047;2;96;1;310620;2;1945;80;1322;80;1;10;6;1;1;399;36;11;9;;2
200201;2047;2;100;8;310620;1;1941;80;1565;80;1;;;5;6;353;12;37;21;3;2
200201;2047;2;113;1;310620;1;1962;100;3647;100;2;;;;9;325;9;19;16;1;
200201;2047;2;144;1;310620;1;1983;330;8748;330;;3;;4;;1698;153;55;18;;
200201;2047;2;149;1;310620;1;1941;80;852;80;1;2;;3;1;346;43;20;10;;1
200201;2047;2;157;8;310620;1;1953;110;3065;110;1;;;4;27;508;65;30;21;;
200201;2047;2;164;8;310620;1;1934;96;3312;96;;2;;1;1;439;46;8;4;;
200201;2047;2;176;1;310620;1;1912;200;1427;201;;;;2;9;1041;71;54;40;1;4
200201;2047;2;182;1;310620;1;1998;80;1008;80;3;5;;;;267;;6;5;1;
200201;2047;2;186;1;310620;1;1966;50;259;51;;3;2;;;243;19;29;16;1;
200201;2047;2;189;1;310620;1;2001;80;968;80;;;;;;114;;3;4;;
200201;2047;2;200;1;310620;1;1951;100;1859;100;;2;;;1;535;45;16;21;2;
200201;2047;2;211;1;310620;1;1951;80;873;81;3;7;2;;3;487;24;18;18;;1
200201;2047;2;211;1;310620;2;1951;80;1587;80;;;;;;108;;5;2;;
200201;2047;2;213;1;310620;1;1966;50;308;50;2;8;;1;;242;12;21;5;;
200201;2047;2;215;1;310620;1;1942;50;567;50;1;3;;1;1;265;14;5;4;;
200201;2047;2;220;1;310620;1;1978;35;339;35;;1;1;1;;150;5;25;7;2;
200201;2047;2;234;1;310620;1;1916;132;2913;133;;;;;71;681;126;26;21;;
200201;2047;2;237;8;310620;1;1941;45;376;45;;4;1;2;11;193;9;20;21;2;
