Num_Semestre_Ano;Cod_Instituicao;Cod_Cat_Administrativa;Cod_Curso;Cod_Tipo_Curso;Cod_Municipio;Cod_Turno;Ano_Inicio_Curso;Qtd_Vagas;Qtd_Inscritos;Qtd_Calouros;Qtd_Transf_Interna;Qtd_Transf_Externa;Qtd_Portador_Diploma;Qtd_Reingresso;Qtd_Outros_Ingressos;Qtd_Matriculados;Qtd_Concluintes;Qtd_Trancados;Qtd_Desistentes;Qtd_Mudou_Curso;Qtd_Mudou_Instituicao
200402;1805;4;6;1;310020;2;2004;50;81;50;;;;;;46;;;4;;
200501;1805;4;2;1;310020;2;2004;55;47;30;;4;;;;69;;2;9;;
200502;1805;4;2;1;310020;2;2004;;;;;1;;;;66;;2;2;;
200601;1805;4;2;1;310020;2;2004;50;25;19;;;;;;80;;2;3;;
200601;1805;4;96;1;310020;2;2006;50;35;24;1;;;;2;25;;;2;;
200602;1805;4;2;1;310020;2;2004;;;;;;;;;76;;1;2;;1
200602;1805;4;96;1;310020;2;2006;;;;;;;;;24;;;1;;
200701;1805;4;2;1;310020;2;2004;50;34;29;;;;;3;103;;2;3;;
200701;1805;4;96;1;310020;2;2006;50;24;18;2;;;;2;42;;;4;;
200701;1805;4;514;5;310020;2;2007;50;70;50;;;;;5;43;;;12;;
200702;1805;4;2;1;310020;2;2004;;;;;;;;;96;;4;3;;
200702;1805;4;96;1;310020;2;2006;;;;;1;;;;39;;2;2;;
200702;1805;4;514;5;310020;2;2007;;;;;;;;;37;;3;3;;
200801;1805;4;2;1;310020;2;2004;50;42;34;;;;;2;124;41;4;4;;
200801;1805;4;96;1;310020;2;2006;50;22;14;;;;;;50;;1;2;;
200801;1805;4;514;5;310020;2;2007;50;31;;;;;;;34;;1;2;;
200802;1805;4;2;1;310020;2;2004;;;;;;;;;83;17;;;;
200802;1805;4;96;1;310020;2;2006;;;;1;;4;;;53;;1;1;;
200802;1805;4;514;5;310020;2;2007;;;;;;;;;33;;;1;;
200301;1860;4;423;2;310020;2;2002;;;;;;;;;64;;3;9;;
200302;1860;4;423;2;310020;2;2002;100;;;;;;;;62;;2;;;
200401;1860;4;423;2;310020;2;2002;100;48;31;;;;;;88;;;4;;1
200402;1860;4;423;2;310020;2;2002;;;;;;;;;85;;1;2;;
200501;1860;4;423;2;310020;2;2002;55;35;25;;;;;;107;;3;;;
200502;1860;4;423;2;310020;2;2002;;;;;;;1;;107;;1;;;
200601;1860;4;423;2;310020;2;2002;50;13;;;;;2;;107;59;1;1;;
200602;1860;4;423;2;310020;2;2002;;;;;;;;;45;;2;1;;
200701;1860;4;423;2;310020;2;2002;;;;;;;;;45;;;;;
200702;1860;4;423;2;310020;2;2002;;;;;;;;;45;22;;;;
200801;1860;4;423;2;310020;2;2002;;;;;;;;;22;;;;;1
200802;1860;4;423;2;310020;2;2002;;;;;;;;;22;22;;;;
200201;1994;1;423;2;310020;2;2002;100;84;76;;;;;;;;;;;
200202;1994;1;423;2;310020;2;2002;;;;;;;;;76;;;7;;
200202;2098;4;423;2;310030;2;2002;100;136;100;;;;;;100;;;4;;
200301;2098;4;423;2;310030;2;2002;50;86;50;;1;;;;127;;1;23;;
200302;2098;4;423;2;310030;2;2002;;;;;;;;;109;;7;11;;
200401;2098;4;423;2;310030;2;2002;50;;;;;;;;109;;;;;
200402;2098;4;423;2;310030;2;2002;;;;;;;;;107;;;2;;
200501;2098;4;423;2;310030;2;2002;50;;;;;;;;107;56;;;;
200502;2098;4;423;2;310030;2;2002;;;;;;;;;51;26;;;;
200601;2098;4;2;1;310030;2;2006;50;64;37;;1;;;;38;;;;;
200601;2098;4;423;2;310030;2;2002;50;60;45;;;;;;61;;;7;2;
200602;2098;4;2;1;310030;2;2006;;;;;;;;;38;;;;;
200602;2098;4;423;2;310030;2;2002;;;;;;;;;59;;;;;
200701;2098;4;2;1;310030;2;2006;;;;;;;;;38;;;;;
200701;2098;4;423;2;310030;2;2002;;;;;;;;;59;22;;;;
200702;2098;4;2;1;310030;2;2006;;;;;;;;1;38;;;1;;
200702;2098;4;423;2;310030;2;2002;;;;;;;;;37;;;;;
200801;2098;4;2;1;310030;2;2006;;;;;;;;;33;;1;4;;
200801;2098;4;423;2;310030;2;2002;;;;;;;;;37;;;;;
200802;2098;4;2;1;310030;2;2006;;;;;;;;;32;;1;;;
200802;2098;4;423;2;310030;2;2002;;;;;;;;;37;37;;;;
200301;2098;4;423;2;310040;2;2003;50;86;50;;;;;2;47;;;5;;
200302;2098;4;423;2;310040;2;2003;;;;;;;;;7;;4;1;;35
200401;2098;4;423;2;310040;2;2003;50;;;;;;;;7;;;;;
200402;2098;4;423;2;310040;2;2003;;;;;;;;;7;;;;;
200501;2098;4;423;2;310040;2;2003;50;;;;;;;;6;;;1;;
200502;2098;4;423;2;310040;2;2003;;;;;;;;;6;5;;;;
200401;2022;1;423;2;310060;1;2004;100;96;99;;;;;;99;;;;;
200402;2022;1;423;2;310060;1;2004;;;;;;;;;99;;;;;
200501;2022;1;423;2;310060;1;2005;50;122;50;;;;;;;;;;;
200502;2022;1;423;2;310060;1;2005;;;;;;;;;50;;;;;
200601;2022;1;423;2;310060;1;2005;50;;;;;;;;50;;;;;
200602;2022;1;423;2;310060;1;2005;;;;;;;;;50;50;;;;
200701;2022;1;423;2;310060;1;2005;;;;;;;;;50;;;;;
200702;2022;1;423;2;310060;1;2005;;;;;;;;;50;;;;;
200201;2022;1;244;2;310090;1;2002;100;177;100;;;;;;;;;;;
200202;2022;1;244;2;310090;1;2002;;;;;;;;;100;;;;;
200301;2022;1;423;2;310090;1;2002;;;;;;;;;100;;;;;
200302;2022;1;423;2;310090;1;2002;;;;;;;;;100;;;;;
200401;2022;1;423;2;310090;1;2002;;;;;;;;;100;;;;;
200402;2022;1;423;2;310090;1;2002;;;;;;;;;100;100;;;;
200301;2098;4;423;2;310090;2;2003;100;157;100;;;;;6;98;;;8;;
200302;2098;4;423;2;310090;2;2003;50;73;50;;;;;1;143;;1;5;;
200401;2098;4;423;2;310090;2;2003;50;55;43;;;;;;182;;2;2;;
200402;2098;4;423;2;310090;2;2003;50;39;33;;;;;;207;;1;6;;1
200501;2098;4;423;2;310090;2;2003;;;;;1;;;;201;;3;3;;2
200501;2098;4;435;2;310090;2;2004;50;;;;;;;;29;;;2;;
200502;2098;4;423;2;310090;2;2003;50;53;45;;1;;;;239;84;1;4;;4
200502;2098;4;435;2;310090;2;2004;;;;;;;;;27;;;2;;
200601;2098;4;423;2;310090;2;2003;50;59;47;;;;;4;198;32;;6;;
200601;2098;4;435;2;310090;2;2004;50;;;;;;;;27;;;;;
200602;2098;4;423;2;310090;2;2003;;;;;;;;;158;44;;8;;
200602;2098;4;435;2;310090;2;2004;;;;;;;;;27;;;;;
200701;2098;4;423;2;310090;2;2003;;;;;;;;;94;;5;11;;4
200701;2098;4;435;2;310090;2;2004;;;;;;;;;25;;;2;;
200702;2098;4;423;2;310090;2;2003;;;;;;;;;80;;6;8;;
200702;2098;4;435;2;310090;2;2004;;;;;;;;;25;;;;;
200801;2098;4;423;2;310090;2;2003;;;;;;;;;70;35;;10;;
200801;2098;4;435;2;310090;2;2004;;;;;;;;;25;25;;;;
200802;2098;4;423;2;310090;2;2003;;;;;;;;;32;32;;3;;
200301;2022;1;423;2;310100;1;2003;100;226;99;;;;;;;;;;;
200302;2022;1;423;2;310100;1;2003;;;;;;;;;99;;;;;
200401;2022;1;423;2;310100;1;2003;;;;;;;;;99;;;;;
200402;2022;1;423;2;310100;1;2003;;;;;;;;;99;;;;;
200801;580;4;144;1;310110;2;2008;50;90;50;;4;;;3;50;;;7;;
200802;580;4;144;1;310110;2;2008;;;;;;;;;46;;;4;;
200402;2098;4;423;2;310110;2;2004;100;85;75;7;;;;;74;;;6;2;
200402;2098;4;435;2;310110;2;2004;50;59;36;3;;;;;33;;;6;;
200402;2098;4;530;4;310110;2;2004;50;89;50;;;;;;47;;;3;;
200501;2098;4;2;1;310110;2;2005;50;99;50;;1;;;;38;;;11;;2
200501;2098;4;164;1;310110;2;2005;50;101;50;;;;;;45;;;5;;
200501;2098;4;249;2;310110;2;2005;50;59;36;;;;;;34;;;2;;
200501;2098;4;423;2;310110;2;2004;50;98;50;;8;;;;121;;;;11;
200501;2098;4;435;2;310110;2;2004;50;54;50;;8;;;;77;;;;6;
200501;2098;4;530;4;310110;2;2004;90;126;90;1;;;;;101;;3;34;;
200502;2098;4;2;1;310110;2;2005;50;;;;1;;;;37;;2;;;
200502;2098;4;164;1;310110;2;2005;50;42;22;;2;;;;65;;;4;;
200502;2098;4;249;2;310110;2;2005;50;52;27;;;1;;;60;;;2;;
200502;2098;4;423;2;310110;2;2004;50;76;50;;1;;;;166;;;;6;
200502;2098;4;435;2;310110;2;2004;;;;;1;;;;74;;2;;;1
200502;2098;4;530;4;310110;2;2004;90;;;;;;;;101;;;;;
200601;2098;4;2;1;310110;2;2005;50;50;33;1;;;;;58;;4;8;;1
200601;2098;4;164;1;310110;2;2005;50;55;41;;3;;;;98;;3;6;;2
200601;2098;4;234;1;310110;2;2006;50;76;45;;1;;;;46;;;;;
200601;2098;4;249;2;310110;2;2005;;;;;;;;;67;;3;;;
200601;2098;4;266;2;310110;2;2006;50;69;42;;;;;;42;;;;;
200601;2098;4;423;2;310110;2;2004;50;54;43;1;;;;;192;;3;13;1;1
200601;2098;4;435;2;310110;2;2004;50;;;;2;;;;66;;;9;;1
200601;2098;4;530;4;310110;2;2004;50;61;50;;;;;;136;43;1;;6;
200601;2098;4;554;4;310110;2;2006;50;47;31;;;;;;31;;;;;
200602;2098;4;2;1;310110;2;2005;;;;;;;;;58;;;;;
200602;2098;4;164;1;310110;2;2005;;;;;2;;;;100;;;;;
200602;2098;4;234;1;310110;2;2006;;;;;;;;;46;;;;;
200602;2098;4;249;2;310110;2;2005;50;;;;;;;;67;;;;;
200602;2098;4;266;2;310110;2;2006;;;;;;;;;42;;;;;
200602;2098;4;423;2;310110;2;2004;;;;;;;;;154;;4;34;;
200602;2098;4;435;2;310110;2;2004;;;;;;;;;52;;2;12;;
200602;2098;4;530;4;310110;2;2004;;;;;;;;;83;54;1;9;;
200602;2098;4;554;4;310110;2;2006;;;;;;;;;31;;;;;
200701;2098;4;2;1;310110;2;2005;50;83;50;;;;;6;112;;1;1;;
200701;2098;4;38;4;310110;2;2006;50;60;41;;1;;;;73;;;;;
200701;2098;4;164;1;310110;2;2005;50;65;44;;1;;;;144;;;;;1
200701;2098;4;234;1;310110;2;2006;50;67;50;;;;;6;102;;;;;
200701;2098;4;249;2;310110;2;2005;50;55;25;3;;2;;;97;;;;;
200701;2098;4;266;2;310110;2;2006;50;54;38;;3;;;;80;;;3;;
200701;2098;4;322;4;310110;2;2004;50;55;48;1;;;;;78;;;;;
200701;2098;4;423;2;310110;2;2004;;;;;;;;;150;61;4;;;
200701;2098;4;435;2;310110;2;2004;50;58;45;;;;;;97;;;;2;
200701;2098;4;499;4;310110;2;2007;50;101;47;;;;;;47;;;;;
200702;2098;4;2;1;310110;2;2005;;;;;;;;;107;;1;4;;
200702;2098;4;38;4;310110;2;2006;;;;;;;;;72;;1;;;
200702;2098;4;164;1;310110;2;2005;;;;;1;;;;143;;1;;;1
200702;2098;4;234;1;310110;2;2006;;;;;1;;;;102;;2;;;
200702;2098;4;249;2;310110;2;2005;;;;;;;;;95;29;;2;;
200702;2098;4;266;2;310110;2;2006;;;;;;;;;80;;;;;
200702;2098;4;322;4;310110;2;2004;;;;;;;;;71;41;1;6;;
200702;2098;4;423;2;310110;2;2004;;;;;;;;;89;37;;;;
200702;2098;4;435;2;310110;2;2004;;;;;;;;;94;;;1;;2
200702;2098;4;499;4;310110;2;2007;;;;;;;;;47;;;;;
200801;2098;4;2;1;310110;2;2005;50;77;47;2;2;;;;139;;8;9;2;
200801;2098;4;38;4;310110;2;2006;50;51;28;2;;;;;83;19;7;11;;1
200801;2098;4;164;1;310110;2;2005;50;42;;;;;;;126;;7;10;;
200801;2098;4;234;1;310110;2;2006;50;45;30;;8;;;;116;;7;12;;5
200801;2098;4;249;2;310110;2;2005;50;63;46;6;;3;;;100;22;9;10;;2
200801;2098;4;266;2;310110;2;2006;50;39;23;;2;;;;88;;6;11;;
200801;2098;4;322;4;310110;2;2004;50;63;48;3;;;;;72;;;3;6;
200801;2098;4;423;2;310110;2;2004;;;;;;;;;51;31;;1;;
200801;2098;4;435;2;310110;2;2004;;;;;;;;;84;27;;10;;
200801;2098;4;499;4;310110;2;2007;;;;;;;;;37;;1;9;;
200802;2098;4;2;1;310110;2;2005;;;;;;;;;124;28;7;8;;
200802;2098;4;38;4;310110;2;2006;;;;;;;;;49;;5;10;;
200802;2098;4;164;1;310110;2;2005;;;;;;;;;114;;3;9;;
200802;2098;4;234;1;310110;2;2006;;;;;;;;;96;;7;9;;4
200802;2098;4;249;2;310110;2;2005;;;;;;;;;59;;7;9;;3
200802;2098;4;266;2;310110;2;2006;;;;;;;;;73;34;5;7;;3
200802;2098;4;322;4;310110;2;2004;;;;;;;;;64;23;;8;;
200802;2098;4;423;2;310110;2;2004;;;;;;;;;20;20;;;;
200802;2098;4;435;2;310110;2;2004;;;;;;;;;52;32;;5;;
200802;2098;4;499;4;310110;2;2007;;;;;;;;;33;;;4;;
200202;2098;4;423;2;310120;2;2002;50;50;48;;;;;;48;;;2;;
200301;2098;4;423;2;310120;2;2002;;;;;;;;;46;;;;;2
200302;2098;4;423;2;310120;2;2002;50;53;37;;;2;;;76;;2;7;;
200401;2098;4;423;2;310120;2;2002;50;;;;;;;;76;;;;;
200402;2098;4;423;2;310120;2;2002;;;;;;;;;76;;;;;
200501;2098;4;423;2;310120;2;2002;50;;;;;;;;76;44;;;;
200502;2098;4;423;2;310120;2;2002;;;;;;;;;32;;;;;
200601;2098;4;423;2;310120;2;2002;50;50;35;;;;;;67;32;;;;
200602;2098;4;423;2;310120;2;2002;;;;;;;;;35;;;;;
200701;2098;4;423;2;310120;2;2002;;;;;;;;;35;;;;;
200702;2098;4;423;2;310120;2;2002;;;;;;;;;33;;1;;;1
200801;2098;4;423;2;310120;2;2002;;;;;;;;;32;;;1;;
200802;2098;4;423;2;310120;2;2002;;;;;;;;;32;32;;;;
200301;508;4;498;1;310150;1;2003;60;60;60;;;;;;59;;;1;;
200302;508;4;498;1;310150;1;2003;;;;;;;;;55;;2;2;;
200401;508;4;157;1;310150;2;2004;50;49;45;;;;;;45;;;;;
200401;508;4;240;1;310150;1;2003;50;;;;;;;;55;;;;;
200401;508;4;240;1;310150;2;2003;50;44;39;;;;;;39;;;;;
200402;508;4;157;1;310150;2;2004;;;;;;;;;43;;2;;;
200402;508;4;240;1;310150;1;2003;;;;;;;;;48;;4;3;;
200402;508;4;240;1;310150;2;2003;;;;;;;;;39;;;;;
200501;508;4;157;1;310150;2;2004;50;46;42;;;;;;81;;;4;;
200501;508;4;240;1;310150;1;2003;50;;;;;;;;40;;3;5;;
200501;508;4;240;1;310150;2;2003;50;48;45;;;;;;75;;3;6;;
200502;508;4;157;1;310150;2;2004;;;;;;;;;74;;3;4;;
200502;508;4;240;1;310150;1;2003;;;;;;;;;36;;2;2;;
200502;508;4;240;1;310150;2;2003;;;;;;;;;72;;;3;;
200601;508;4;157;1;310150;2;2004;60;49;49;;;;;;59;;;10;;1
200601;508;4;164;1;310150;2;2006;50;76;50;;;;;;50;;;;;
200601;508;4;240;1;310150;1;2003;;;;;;;;;32;;2;;;
200601;508;4;240;1;310150;2;2003;;;;;;;;;78;;;9;;2
200602;508;4;157;1;310150;2;2004;;;;;;;;;58;;3;2;;2
200602;508;4;164;1;310150;2;2006;;;;;;;;;50;;;;;
200602;508;4;240;1;310150;1;2003;;;;;;;;;30;30;;;;
200602;508;4;240;1;310150;2;2003;50;34;34;;;;;;79;;4;;;
200701;508;4;157;1;310150;2;2004;60;40;40;;;;;;96;38;;2;;
200701;508;4;164;1;310150;2;2006;60;58;58;;;;;;107;57;;1;;
200701;508;4;240;1;310150;2;2003;60;40;34;;;;;;111;32;;2;;
200702;508;4;157;1;310150;2;2004;;;;;;;;;58;;;;;
200702;508;4;164;1;310150;2;2006;;;;;;;;;50;;;;;
200702;508;4;240;1;310150;2;2003;;;;;;;;;79;;;;;
200801;508;4;157;1;310150;2;2004;60;;;;;;;;58;;;;;
200801;508;4;164;1;310150;2;2006;60;37;37;1;;;;;88;;;;;
200801;508;4;240;1;310150;2;2003;60;;;;;;;;79;;;;;
200801;508;4;249;2;310150;2;2008;50;30;30;;3;;;;33;;;;;
200801;508;4;266;2;310150;2;2007;50;34;34;;;;;;34;;;;;
200801;508;4;425;1;310150;2;2008;60;44;44;;;;;;44;;;;;
200802;508;4;157;1;310150;2;2004;;;;;;;;;58;;;;;
200802;508;4;164;1;310150;2;2006;;;;;;;;;83;;;4;1;
200802;508;4;240;1;310150;2;2003;;;;;;;;;79;;;;;
200802;508;4;249;2;310150;2;2008;;;;;;;;;33;;;;;
200802;508;4;266;2;310150;2;2007;;;;;;;;;34;;;;;
200802;508;4;425;1;310150;2;2008;;;;;;;;;44;;;;;
200401;543;4;2;1;310150;2;2002;100;53;49;;;;;;167;;11;;;
200401;543;4;591;1;310150;2;2002;50;;;;;;;;15;;;;;
200402;543;4;2;1;310150;2;2002;100;;;;;;;;156;;;;;
200402;543;4;591;1;310150;2;2002;50;;;;;;;;12;;1;2;;
200501;543;4;2;1;310150;2;2002;100;101;77;;;;;;233;;;;;
200501;543;4;591;1;310150;2;2002;25;4;;;;;;;9;;;3;;
200502;543;4;2;1;310150;2;2002;;;;;;;;;229;;3;1;;
200502;543;4;591;1;310150;2;2002;25;;;;;;;;9;9;;;;
200601;543;4;2;1;310150;2;2002;100;107;100;;;;;;329;51;20;22;6;5
200601;543;4;144;1;310150;2;2006;60;62;57;;;;;;57;;;;;
200601;543;4;591;1;310150;2;2002;50;;;;;;;;;;;;;
200602;543;4;2;1;310150;2;2002;;;;;;;;;278;29;;;;
200602;543;4;144;1;310150;2;2006;;;;;;;;;57;;;;;
200701;543;4;2;1;310150;2;2002;100;57;57;;;;;;286;;3;15;2;
200701;543;4;144;1;310150;2;2006;60;61;65;;;;;;109;65;;12;1;
200701;543;4;591;1;310150;2;2002;50;;;;;;;;;;;;;
200702;543;4;2;1;310150;2;2002;;;;;;;;;280;27;5;2;;2
200702;543;4;144;1;310150;2;2006;;;;;;;;;43;;;1;;
200801;543;4;2;1;310150;2;2002;100;53;51;1;3;;;;196;;;11;;1
200801;543;4;144;1;310150;2;2006;60;52;43;;1;;;;70;;2;13;;2
200801;543;4;176;1;310150;2;2007;50;66;50;;;;;;66;;1;12;2;
200801;543;4;591;1;310150;2;2002;50;3;;;;;;;;;;;;
200802;543;4;2;1;310150;2;2002;;;;;1;;1;;197;47;1;1;;
200802;543;4;144;1;310150;2;2006;;;;;5;;;;63;;3;7;;2
200802;543;4;176;1;310150;2;2007;;;;;;;;;62;;;4;;
200201;748;4;281;2;310150;2;1996;50;54;45;;;;;;193;;3;2;;
200201;748;4;282;2;310150;2;1995;50;54;38;;;;;;187;;;;;
200201;748;4;283;2;310150;2;1973;100;104;71;;;;;;288;;;;;
200201;748;4;289;2;310150;2;1973;50;61;50;;;;;;175;;;;;
200201;748;4;435;2;310150;2;1973;50;57;42;;;;;;157;;;6;;
200202;748;4;281;2;310150;2;1996;;;;;;;;;193;36;;;;
200202;748;4;282;2;310150;2;1995;;;;;;;;;183;49;1;3;;
200202;748;4;283;2;310150;2;1973;;;;;;;;;279;78;4;5;;
200202;748;4;289;2;310150;2;1973;;;;;;;;;170;39;3;2;;
200202;748;4;435;2;310150;2;1973;;;;;;;;;149;51;;2;;
200301;748;4;281;2;310150;2;1996;50;50;50;;1;;;;207;;;;;
200301;748;4;282;2;310150;2;1995;50;49;45;;;;;;177;;;2;;
200301;748;4;283;2;310150;2;1973;100;54;49;;;;;;248;;;;;
200301;748;4;289;2;310150;2;1973;50;42;42;;;;1;;172;;1;;;
200301;748;4;435;2;310150;2;1973;50;33;33;;;;;;129;;;2;;
200302;748;4;281;2;310150;2;1996;;;;;;;;;206;40;1;;;
200302;748;4;282;2;310150;2;1995;;;;;;;;;177;49;;;;
200302;748;4;283;2;310150;2;1973;;;;;;;;;248;78;2;;;
200302;748;4;289;2;310150;2;1973;;;;;;;;;171;37;1;;;
200302;748;4;435;2;310150;2;1973;;;;;;;;;129;39;;;;
200401;748;4;281;2;310150;2;1996;50;49;43;;;;;;171;;1;;;
200401;748;4;282;2;310150;2;1995;50;31;27;;;;1;;162;;;;;
200401;748;4;283;2;310150;2;1973;100;55;47;;1;;1;;216;;2;;;
200401;748;4;289;2;310150;2;1973;50;39;37;;1;;;;143;;2;;;
200401;748;4;435;2;310150;2;1973;50;21;18;;;;;;110;;;1;;
200402;748;4;281;2;310150;2;1996;;;;;;;;;171;46;;;;
200402;748;4;282;2;310150;2;1995;;;;;;;;;162;37;;;;
200402;748;4;283;2;310150;2;1973;;;;;;;;;216;37;;;;
200402;748;4;289;2;310150;2;1973;;;;;;;;;143;38;1;;;
200402;748;4;435;2;310150;2;1973;;;;;;;;;110;37;;;;
200501;748;4;281;2;310150;2;1996;50;47;42;;;;;;202;;5;3;;
200501;748;4;282;2;310150;2;1995;50;34;27;;;;;;185;;2;2;;
200501;748;4;283;2;310150;2;1973;100;66;61;;;;;;267;;4;6;;
200501;748;4;289;2;310150;2;1973;50;62;50;;;;;;195;;;6;;
200501;748;4;435;2;310150;2;1973;50;34;32;;;;;;140;;1;1;;
200502;748;4;281;2;310150;2;1996;;;;;;;;;199;46;1;2;;
200502;748;4;282;2;310150;2;1995;;;;;;;;;181;31;2;2;;
200502;748;4;283;2;310150;2;1973;;;;;;;;;260;37;5;2;;
200502;748;4;289;2;310150;2;1973;;;;;;;;;191;35;3;1;;
200502;748;4;435;2;310150;2;1973;;;;;;;;;134;31;2;4;;
200601;748;4;281;2;310150;2;1996;50;50;50;1;;;;;195;;14;8;1;
200601;748;4;282;2;310150;2;1995;50;45;40;;;;;;102;;25;47;;
200601;748;4;283;2;310150;2;1973;100;72;66;;;;;;196;;;;;
200601;748;4;289;2;310150;2;1973;50;56;43;;;;;;149;;;10;;
200601;748;4;435;2;310150;2;1973;50;;;;;;;;52;;;;;
200602;748;4;281;2;310150;2;1996;;;;;;;;;175;40;;;;
200602;748;4;282;2;310150;2;1995;;;;;;;;;89;21;15;;;
200602;748;4;283;2;310150;2;1973;;;;;;;;;196;43;;;;
200602;748;4;289;2;310150;2;1973;;;;;;;;;139;33;;;;
200602;748;4;435;2;310150;2;1973;;;;;;;;;52;14;;;;
200701;748;4;281;2;310150;2;1996;50;25;20;;;;;;155;;;;;
200701;748;4;282;2;310150;2;1995;50;46;31;;;;;;99;;;;;
200701;748;4;283;2;310150;2;1973;100;55;45;;;;;;178;;;20;;
200701;748;4;289;2;310150;2;1973;50;38;35;;;;;;134;;;7;;
200701;748;4;435;2;310150;2;1973;50;22;12;;;;;;50;;;;;
200702;748;4;281;2;310150;2;1996;;;;;;;;;155;13;;;;
200702;748;4;282;2;310150;2;1995;;;;;;;;;99;13;;;;
200702;748;4;283;2;310150;2;1973;;;;;;;;;178;34;;;;
200702;748;4;289;2;310150;2;1973;;;;;;;;;134;20;;;;
200702;748;4;435;2;310150;2;1973;;;;;;;;;51;13;;;;
200801;748;4;281;2;310150;2;1996;50;21;18;;;;;;116;;10;34;;
200801;748;4;282;2;310150;2;1995;50;25;20;;;;;;89;;2;18;;
200801;748;4;283;2;310150;2;1973;100;34;36;;;;;;175;;3;1;;1
200801;748;4;289;2;310150;2;1973;50;34;31;;;;;;134;;8;4;;
200801;748;4;435;2;310150;2;1973;50;11;;;;;;;19;;3;9;5;2
200802;748;4;281;2;310150;2;1996;;;;;;;;;114;29;;2;;
200802;748;4;282;2;310150;2;1995;;;;;;;;;84;20;;5;;
200802;748;4;283;2;310150;2;1973;;;;;;;;;175;44;;;;
200802;748;4;289;2;310150;2;1973;;;;;;;;;127;42;2;4;;1
200802;748;4;435;2;310150;2;1973;;;;;;;;;19;19;;;;
200101;2039;2;95;8;310160;2;2000;20;262;20;;4;;;;41;;;4;;1
200101;2039;2;166;1;310160;1;1977;40;792;40;;1;;;;160;;2;;;2
200101;2039;2;234;1;310160;1;1914;100;1984;100;;3;;;16;410;48;2;5;;2
200101;2039;2;425;1;310160;1;2000;20;381;20;;;;;;40;;;;;
200101;2039;2;429;1;310160;1;1915;100;2034;100;;5;;;;361;3;;2;;
200102;2039;2;95;8;310160;2;2000;;;;;;;;;41;;;;;
200102;2039;2;166;1;310160;1;1977;;;;;;;;;160;40;1;1;;
200102;2039;2;234;1;310160;1;1914;;;;;4;;;1;411;46;2;4;;
200102;2039;2;425;1;310160;1;2000;;;;;;;;;40;;;;;
200102;2039;2;429;1;310160;1;1915;;;;;;;;;411;103;;1;;
200201;2039;2;95;8;310160;2;2000;20;393;20;;;;;;61;;;;;
200201;2039;2;166;1;310160;1;1977;40;1001;40;;3;;;;160;;2;1;;1
200201;2039;2;234;1;310160;1;1914;100;2977;100;;;;;5;425;39;1;6;;
200201;2039;2;249;2;310160;2;2002;20;234;20;;;;;;;;;;;
200201;2039;2;425;1;310160;1;2000;20;371;20;;2;;;;60;;;;;2
200201;2039;2;429;1;310160;1;1915;100;2728;100;;4;;;;355;;;6;;
200202;2039;2;95;8;310160;2;2000;;;;;;;;;58;;;3;;
200202;2039;2;166;1;310160;1;1977;;;;;;;;;159;35;2;2;;
200202;2039;2;234;1;310160;1;1914;;;;;3;;;4;433;43;2;5;;
200202;2039;2;249;2;310160;2;2002;;;;;;;;;20;;;;;
200202;2039;2;425;1;310160;1;2000;;;;;;;;;60;;;;;
200202;2039;2;429;1;310160;1;1915;;;;;3;;;;404;84;1;4;;
200301;2039;2;95;8;310160;1;2000;20;348;20;;;;;;20;;;;;
200301;2039;2;95;8;310160;2;2000;20;;;;8;;;;60;1;1;2;;3
200301;2039;2;166;1;310160;1;1977;40;895;40;;;;2;;164;;;2;;
200301;2039;2;234;1;310160;1;1914;100;1991;100;;5;;1;5;446;51;;11;;
200301;2039;2;249;2;310160;2;2002;20;158;20;;;;;;18;;;2;;
200301;2039;2;425;1;310160;1;2000;20;457;20;;;;;;79;;1;;;
200301;2039;2;429;1;310160;1;1915;100;1898;100;;6;;1;;372;;1;3;;1
200301;2039;2;471;1;310160;1;2003;20;143;20;;;;;;;;;;;
200302;2039;2;95;8;310160;1;2000;;;;;;;;;19;;;1;;
200302;2039;2;95;8;310160;2;2000;;;;;;;;1;60;15;;;;
200302;2039;2;166;1;310160;1;1977;;;;;;;;;163;37;;1;;
200302;2039;2;234;1;310160;1;1914;;;;;3;;;1;466;50;1;4;;
200302;2039;2;249;2;310160;2;2002;;;;;3;;;;39;;1;1;;
200302;2039;2;425;1;310160;1;2000;;;;;;;;;79;18;;;;
200302;2039;2;429;1;310160;1;1915;;;;;3;;;;422;111;1;;;2
200302;2039;2;471;1;310160;1;2003;;;;;;;;;20;;;;;
200401;2039;2;95;8;310160;1;2000;20;365;20;;1;;;;39;;;1;;
200401;2039;2;95;8;310160;2;2000;20;214;20;36;;;;;80;;;1;;
200401;2039;2;166;1;310160;1;1977;40;1029;40;;2;;;;164;;3;;;1
200401;2039;2;234;1;310160;1;1914;100;2111;100;;2;50;2;;459;48;2;5;;1
200401;2039;2;425;1;310160;1;2000;20;348;20;;;;;;81;;;;;
200401;2039;2;429;1;310160;1;1915;100;1864;100;;5;;;;362;3;1;3;;
200401;2039;2;471;1;310160;1;2003;20;168;20;;;;;;20;;;;;
200402;2039;2;95;8;310160;1;2000;;;;;;;;;39;;;;;
200402;2039;2;95;8;310160;2;2000;;;;;;;;;99;21;;1;;
