Árvores/Profundidade, Média Validação Cruzada, Desvio-Padrão Validação Cruzada, Média Erro Absoluto, R², Variância Explicada
35 / 90 , 0.861301201625 , 0.0747919288356 , 30515.8468277 , 0.786769263244 , 0.793222580332
35 / 95 , 0.861301201625 , 0.0747919288356 , 30515.8468277 , 0.786769263244 , 0.793222580332
40 / 5 , 0.828737121295 , 0.0842713212406 , 42646.3046586 , 0.757700520068 , 0.76723874571
40 / 10 , 0.860216385622 , 0.0710637266938 , 31151.9360706 , 0.783830022479 , 0.79152885562
40 / 15 , 0.863252931885 , 0.07157193779 , 30538.4606949 , 0.79887755243 , 0.804974801468
40 / 20 , 0.860786375286 , 0.0784498464994 , 30457.0012955 , 0.77826914634 , 0.784595778834
40 / 25 , 0.862340227992 , 0.075413887856 , 30120.232206 , 0.794242642143 , 0.800400504917
40 / 30 , 0.862534774849 , 0.0756113275854 , 30161.371118 , 0.794546898117 , 0.800423700357
40 / 35 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
40 / 40 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
40 / 45 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
40 / 50 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
40 / 55 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
40 / 60 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
40 / 65 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
40 / 70 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
40 / 75 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
40 / 80 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
40 / 85 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
40 / 90 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
40 / 95 , 0.862526611278 , 0.0756085236818 , 30267.8459013 , 0.792343975378 , 0.798321085765
45 / 5 , 0.82847787027 , 0.0862568240726 , 43518.1719201 , 0.755274976525 , 0.766060013252
45 / 10 , 0.85938670144 , 0.0731724589625 , 31981.8671274 , 0.787028801572 , 0.795425867681
45 / 15 , 0.862415882745 , 0.0736004664027 , 31077.7353181 , 0.79895698022 , 0.806160748872
45 / 20 , 0.860473635894 , 0.0789151624777 , 31303.6887057 , 0.778959944739 , 0.786107986339
45 / 25 , 0.861830864414 , 0.0772528155764 , 30803.1584091 , 0.794226576037 , 0.801348864791
45 / 30 , 0.861771712923 , 0.077436168395 , 30835.5425493 , 0.794952127901 , 0.80173638076
45 / 35 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
45 / 40 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
45 / 45 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
45 / 50 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
45 / 55 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
45 / 60 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
45 / 65 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
45 / 70 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
45 / 75 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
45 / 80 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
45 / 85 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
45 / 90 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
45 / 95 , 0.861769354566 , 0.0774410665342 , 30934.2000073 , 0.792931124349 , 0.799811106912
50 / 5 , 0.828879893732 , 0.0858618191829 , 43781.3374539 , 0.756342231222 , 0.768085386378
50 / 10 , 0.859949935227 , 0.0733611207872 , 32081.2302573 , 0.787458147453 , 0.795888777871
50 / 15 , 0.863034888504 , 0.073344977761 , 31355.5972283 , 0.794861090743 , 0.802531869792
50 / 20 , 0.861549508064 , 0.0780630117264 , 31404.5681015 , 0.779172391952 , 0.786818929094
50 / 25 , 0.861972966357 , 0.0770268027932 , 31056.8381691 , 0.792536927638 , 0.800195429982
50 / 30 , 0.86205559197 , 0.0771027874498 , 30915.1379842 , 0.794413612449 , 0.801506064132
50 / 35 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
50 / 40 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
50 / 45 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
50 / 50 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
50 / 55 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
50 / 60 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
50 / 65 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
50 / 70 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
50 / 75 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
50 / 80 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
50 / 85 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
50 / 90 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
50 / 95 , 0.862088815303 , 0.0770707376252 , 31009.1002722 , 0.79258888752 , 0.79976939423
55 / 5 , 0.830635795576 , 0.0832693662275 , 43779.1566212 , 0.756550648053 , 0.767671296186
55 / 10 , 0.862275417002 , 0.0715191658925 , 31995.201603 , 0.788028134388 , 0.795947184214
55 / 15 , 0.865212075178 , 0.0710499079219 , 31397.1450098 , 0.795541708791 , 0.802583786307
55 / 20 , 0.863586440491 , 0.0756319161068 , 31314.4029626 , 0.781629736927 , 0.788816040282
55 / 25 , 0.863560126995 , 0.0759600958392 , 31113.3018599 , 0.789574045005 , 0.797261119068
55 / 30 , 0.863643728542 , 0.0756954430049 , 30878.5861097 , 0.793052404022 , 0.799984423029
55 / 35 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
55 / 40 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
55 / 45 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
55 / 50 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
55 / 55 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
55 / 60 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
55 / 65 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
55 / 70 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
55 / 75 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
55 / 80 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
55 / 85 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
55 / 90 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
55 / 95 , 0.863670315628 , 0.0756671367089 , 30989.746956 , 0.791389168567 , 0.798400307407
60 / 5 , 0.829571746706 , 0.0841344421204 , 43593.3904989 , 0.755026379385 , 0.766040387132
60 / 10 , 0.861619599588 , 0.0724121935285 , 31905.9616498 , 0.787687516868 , 0.795682863168
60 / 15 , 0.863405272347 , 0.0729061192547 , 31289.2195646 , 0.793105837463 , 0.800443497671
60 / 20 , 0.862493182555 , 0.0769589420641 , 31232.7427002 , 0.778244452151 , 0.785524344383
60 / 25 , 0.862452906129 , 0.0770251784454 , 30931.9570029 , 0.788643886349 , 0.796361959299
60 / 30 , 0.862593643616 , 0.0768973889651 , 30761.2154854 , 0.791870151099 , 0.798893169593
60 / 35 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
60 / 40 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
60 / 45 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
60 / 50 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
60 / 55 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
60 / 60 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
60 / 65 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
60 / 70 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
60 / 75 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
60 / 80 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
60 / 85 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
60 / 90 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
60 / 95 , 0.862618079412 , 0.0768710865024 , 30850.3792223 , 0.790329174603 , 0.797425175607
65 / 5 , 0.829201886999 , 0.0850768259719 , 43303.4859836 , 0.758038484144 , 0.769004957302
65 / 10 , 0.860562364133 , 0.073654516719 , 31390.5638798 , 0.790017489656 , 0.79763262617
65 / 15 , 0.862171371962 , 0.0746114828539 , 30729.758405 , 0.796364404894 , 0.803572890219
65 / 20 , 0.861598594174 , 0.0782727434543 , 30684.2920711 , 0.783588245494 , 0.790567319577
65 / 25 , 0.861952404878 , 0.0782172127553 , 30535.7335586 , 0.790689643462 , 0.798176059862
65 / 30 , 0.861736977115 , 0.0781238884713 , 30379.66437 , 0.79362572993 , 0.80045388743
65 / 35 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
65 / 40 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
65 / 45 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
65 / 50 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
65 / 55 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
65 / 60 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
65 / 65 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
65 / 70 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
65 / 75 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
65 / 80 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
65 / 85 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
65 / 90 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
65 / 95 , 0.861757215471 , 0.0781018659617 , 30452.4606118 , 0.792247700253 , 0.799142274084
70 / 5 , 0.828795960909 , 0.0850563532214 , 43516.3927273 , 0.757152150321 , 0.768562344793
70 / 10 , 0.859820761272 , 0.0742413943336 , 31595.1710031 , 0.789342586234 , 0.797218404288
70 / 15 , 0.861185358614 , 0.0758329236241 , 30981.9483425 , 0.794872559927 , 0.80237959726
70 / 20 , 0.861020431101 , 0.0789904432838 , 30881.7298435 , 0.782091547218 , 0.789343048595
70 / 25 , 0.861344833101 , 0.0783258015938 , 30697.6134318 , 0.789475774375 , 0.797166321348
70 / 30 , 0.861117277918 , 0.0782305829532 , 30606.5713818 , 0.791897088988 , 0.799006676199
70 / 35 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
70 / 40 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
70 / 45 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
70 / 50 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
70 / 55 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
70 / 60 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
70 / 65 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
70 / 70 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
70 / 75 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
70 / 80 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
70 / 85 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
70 / 90 , 0.861136356953 , 0.0782094236415 , 30671.7310964 , 0.790570093053 , 0.797742596978
