id,dia,bairro,quartos,banheiros,suites,garagens,area,valor
1,2018-02-18,Ibituruna,3,0,0,0,0,0
2,2018-02-18,Todos os Santos,1,0,0,0,23.5,0
3,2018-02-18,Belvedere,2,1,0,1,48.68,0
4,2018-02-18,Monte Alegre,2,1,0,1,46.38,0
5,2018-02-18,Todos os Santos,3,3,0,0,0,0
6,2018-02-18,Jardim Liberdade,3,2,0,1,85.54,0
7,2018-02-18,Cândida Câmara,3,3,0,2,0,0
8,2018-02-18,Planalto,2,1,0,1,48,0
9,2018-02-18,Planalto,2,1,0,1,48,0
10,2018-02-18,Todos os Santos,3,2,0,0,0,0
11,2018-02-18,Todos os Santos,2,3,0,0,0,0
12,2018-02-18,Todos os Santos,3,2,0,0,0,0
13,2018-02-18,Planalto,2,1,0,1,0,95000
14,2018-02-18,Belvedere,2,1,0,1,0,98000
15,2018-02-18,Belvedere,2,1,0,0,43.03,120000
16,2018-02-18,Belvedere,2,1,0,1,0,120000
17,2018-02-18,Jardim Panorama,2,1,0,0,0,125000
18,2018-02-18,Centro,1,1,0,0,0,130000
19,2018-02-18,Morrinhos,2,1,0,0,82.05,130000
20,2018-02-18,Belvedere,2,1,0,1,0,130000
21,2018-02-18,Santa Laura,2,2,0,2,0,135000
22,2018-02-18,Alice Maia,3,1,0,1,66.1,135000
23,2018-02-18,Santa Laura,2,2,0,2,0,135000
24,2018-02-18,São Mateus,2,1,0,1,0,140000
25,2018-02-18,Santa Laura,2,2,0,2,0,140000
26,2018-02-18,Santa Laura,2,2,0,2,0,140000
27,2018-02-18,Cintra,2,1,0,1,74.8,140000
28,2018-02-18,São Judas Tadeu,2,1,0,2,43.73,147000
29,2018-02-18,São Judas Tadeu,2,1,0,2,43.73,147000
30,2018-02-18,São Judas Tadeu,2,1,0,2,43.73,147000
31,2018-02-18,São Judas Tadeu,2,1,0,2,43.73,147000
32,2018-02-18,Vila Guilhermina,3,2,0,0,0,150000
33,2018-02-18,Jardim Panorama,2,1,0,1,54.83,150000
34,2018-02-18,Monte Alegre,2,1,0,0,46.38,155000
35,2018-02-18,Alto São João,4,1,0,1,130.1,160000
36,2018-02-18,Edgar Pereira,3,1,0,1,71.59,160000
37,2018-02-18,Jardim Liberdade,2,2,0,1,65.01,0
38,2018-02-18,Jardim Liberdade,2,2,0,1,65.01,164000
39,2018-02-18,Jardim Liberdade,2,2,0,1,65.37,164800
40,2018-02-18,Maracanã,2,1,0,0,83.71,165000
41,2018-02-18,Maracanã,2,1,0,0,83.71,165000
42,2018-02-18,Jardim Liberdade,2,2,0,1,65.01,166000
43,2018-02-18,Jardim Liberdade,2,2,0,1,65.37,166800
44,2018-02-18,Jardim Liberdade,3,2,0,1,66.45,0
45,2018-02-18,Jardim Liberdade,3,2,0,1,66.45,167500
46,2018-02-18,Jardim Liberdade,2,2,0,1,66.94,0
47,2018-02-18,Jardim Liberdade,2,2,0,1,65.37,0
48,2018-02-18,Jardim Liberdade,2,2,0,1,66.94,168700
49,2018-02-18,Jardim Liberdade,2,2,0,1,66.45,169500
50,2018-02-18,Jardim Liberdade,2,2,0,1,66.94,170700
51,2018-02-18,Jardim Liberdade,2,1,0,1,68.04,171500
52,2018-02-18,Jardim Liberdade,2,1,0,1,68.04,0
53,2018-02-18,Jardim Liberdade,2,1,0,1,68.04,173500
54,2018-02-18,Jardim Liberdade,2,2,0,1,69.87,176100
55,2018-02-18,Jardim Liberdade,2,2,0,1,69.87,0
56,2018-02-18,Jardim Liberdade,2,2,0,1,69.87,178100
57,2018-02-18,Morada do Parque,3,2,0,2,0,180000
58,2018-02-18,Morada do Parque,3,2,0,1,72.96,180000
59,2018-02-18,Planalto,3,2,0,1,0,180000
60,2018-02-18,Morada do Parque,3,2,0,1,80,180000
61,2018-02-18,Morada do Parque,3,2,0,1,0,190000
62,2018-02-18,Ibituruna,2,1,0,0,0,193000
63,2018-02-18,Ibituruna,2,1,0,0,0,193000
64,2018-02-18,Maracanã,3,1,0,1,113.37,195000
65,2018-02-18,Maracanã,3,1,0,1,113.37,195000
66,2018-02-18,São Mateus,2,2,0,0,0,195000
67,2018-02-18,Ibituruna,2,1,0,1,0,195000
68,2018-02-18,Jardim Liberdade,3,2,0,0,78.59,0
69,2018-02-18,Ibituruna,2,1,0,1,0,198000
70,2018-02-18,Jardim Liberdade,3,2,0,1,78.59,198100
71,2018-02-18,Todos os Santos,3,2,0,1,0,200000
72,2018-02-18,Jardim Panorama,2,1,0,1,75.53,200000
73,2018-02-18,Ibituruna,2,1,0,0,0,202000
74,2018-02-18,Prolongamento Todos os Santos,2,1,0,1,69.75,215000
75,2018-02-18,Jardim Liberdade,3,2,0,1,85.54,216000
76,2018-02-18,Ibituruna,2,2,0,1,67.76,220000
77,2018-02-18,Cândida Câmara,3,2,0,1,77.35,220000
78,2018-02-18,Major Prates,2,2,0,1,57.53,220000
79,2018-02-18,Augusta Mota,2,1,0,1,65,220000
80,2018-02-18,Morada do Sol,2,1,0,1,58.26,220000
81,2018-02-18,Ibituruna,2,2,0,1,67.76,220000
82,2018-02-18,Morada do Parque,3,2,0,1,0,220000
83,2018-02-18,Augusta Mota,3,2,0,1,115,220000
84,2018-02-18,Ibituruna,2,2,0,0,63.85,223100
85,2018-02-18,Jardim Panorama,2,2,0,0,0,225000
86,2018-02-18,Jardim Panorama,2,2,0,0,0,225000
87,2018-02-18,Jardim Panorama,2,2,0,0,0,225000
88,2018-02-18,Augusta Mota,2,1,0,1,65,228000
89,2018-02-18,Edgar Pereira,3,2,0,1,0,230000
90,2018-02-18,Centro,2,1,0,1,64.4,235000
91,2018-02-18,Ibituruna,3,2,0,1,72.92,240000
92,2018-02-18,Centro,2,2,0,1,60.65,240000
93,2018-02-18,Centro,2,2,0,1,0,240000
94,2018-02-18,Ibituruna,2,2,0,2,63.85,240000
95,2018-02-18,Ibituruna,3,2,0,1,72.92,240000
96,2018-02-18,São José,2,1,0,1,55,240000
97,2018-02-18,Ibituruna,3,2,0,1,72.92,240000
98,2018-02-18,Ibituruna,3,2,0,1,72.92,240000
99,2018-02-18,São José,2,1,0,1,55,240000
100,2018-02-18,Ibituruna,2,2,0,1,58.1,240000
101,2018-02-18,Ibituruna,3,2,0,1,75.46,245000
102,2018-02-18,Ibituruna,3,2,0,1,75.46,245000
103,2018-02-18,Centro,3,1,0,1,0,248000
104,2018-02-18,Funcionários,2,2,0,1,0,250000
105,2018-02-18,Centro,3,1,0,0,106.44,250000
106,2018-02-18,Morada do Sol,2,2,0,1,0,250000
107,2018-02-18,Centro,3,1,0,0,99.75,250000
108,2018-02-18,Morada do Sol,2,0,0,1,50,250000
109,2018-02-18,Vila Guilhermina,3,2,0,1,0,250000
110,2018-02-18,Jaraguá I,4,3,0,4,0,250269
111,2018-02-18,Ibituruna,2,2,0,0,63.4,253375
112,2018-02-18,Cidade Nova,3,1,0,2,96,255000
113,2018-02-18,Cidade Nova,3,2,0,1,0,260000
114,2018-02-18,São Mateus,2,2,0,2,0,260000
115,2018-02-18,Centro,2,1,0,1,0,260000
116,2018-02-18,Morada do Sol,3,3,0,1,0,270000
117,2018-02-18,Morada do Sol,2,2,0,2,0,270000
118,2018-02-18,Ibituruna,2,2,0,2,0,270000
119,2018-02-18,Ibituruna,3,2,0,2,77,275000
120,2018-02-18,Ibituruna,2,1,0,2,81,275000
121,2018-02-18,Centro,2,1,0,0,55.49,279000
122,2018-02-18,Ibituruna,2,2,0,2,0,280000
123,2018-02-18,Vila Guilhermina,3,1,0,2,130.33,280000
124,2018-02-18,Ibituruna,3,2,0,2,100.86,280000
125,2018-02-18,São José,4,2,0,2,84,280000
126,2018-02-18,Edgar Pereira,2,2,0,1,113.79,280000
127,2018-02-18,Morada do Sol,3,0,0,2,93,280000
128,2018-02-18,Centro,1,0,0,0,62.11,280000
129,2018-02-18,Melo,1,1,0,1,0,290000
130,2018-02-18,Melo,1,1,0,1,0,290000
131,2018-02-18,Morada do Sol,3,3,0,2,123.32,295000
132,2018-02-18,Ibituruna,3,2,0,2,100.86,295000
133,2018-02-18,Ibituruna,3,2,0,2,100.86,295000
134,2018-02-18,Ibituruna,3,2,0,2,107.52,300000
135,2018-02-18,Ibituruna,3,2,0,1,0,300000
136,2018-02-18,Centro,2,1,0,0,93,300000
137,2018-02-18,Ibituruna,3,1,0,1,81.06,300000
138,2018-02-18,Ibituruna,2,2,0,2,0,300000
139,2018-02-18,Centro,3,3,0,1,0,300000
140,2018-02-18,Edgar Pereira,3,2,0,1,0,300000
141,2018-02-18,Centro,3,2,0,1,125.4,300000
142,2018-02-18,Centro,3,2,0,2,90,300000
143,2018-02-18,Vila Brasília,3,2,0,2,78.45,310000
144,2018-02-18,Augusta Mota,3,2,0,2,0,320000
145,2018-02-18,Centro,3,2,0,0,152,320000
146,2018-02-18,Morada do Sol,3,2,0,2,0,320000
147,2018-02-18,Morada do Sol,3,2,0,2,0,320000
148,2018-02-18,Lourdes,3,3,0,2,124,320000
149,2018-02-18,Centro,2,1,0,1,100.93,320000
150,2018-02-18,Morada do Sol,3,2,0,2,0,320000
151,2018-02-18,Morada do Sol,3,2,0,2,0,320000
152,2018-02-18,Morada do Sol,3,1,0,0,0,320000
153,2018-02-18,Morada do Sol,3,2,0,2,0,320000
154,2018-02-18,Vila Brasília,3,3,2,2,0,340000
155,2018-02-18,Ibituruna,2,2,0,1,65.74,350000
156,2018-02-18,Morada do Sol,3,3,0,2,0,350000
157,2018-02-18,Cândida Câmara,3,3,0,1,0,360000
158,2018-02-18,Cidade Santa Maria,2,3,0,1,87.95,360000
159,2018-02-18,Cidade Santa Maria,2,3,0,2,87.95,360000
160,2018-02-18,Ibituruna,3,2,0,2,0,360000
161,2018-02-18,Vila Brasília,3,3,2,2,0,360000
162,2018-02-18,Edgar Pereira,3,1,0,0,133.32,360000
163,2018-02-18,Cândida Câmara,3,3,0,2,0,0
164,2018-02-18,São José,3,2,0,2,131.79,368000
165,2018-02-18,São José,3,2,0,2,131.79,368000
166,2018-02-18,São José,3,2,0,2,131.79,368000
167,2018-02-18,São José,3,2,0,2,131.79,368000
168,2018-02-18,Morada do Sol,3,2,0,1,143.38,380000
