id,dia,bairro,quartos,banheiros,suites,garagens,area,valor
237,2018-04-18,BELVEDERE,2,1,0,1,1,110000
238,2018-04-18,BELVEDERE,2,1,0,1,1,139000
239,2018-04-18,IBITURUNA,3,1,0,1,1,145000
240,2018-04-18,"TODOS OS SANTOS",2,1,0,1,60,150000
241,2018-04-18,"EDGAR PEREIRA",2,1,0,1,40.5,155000
242,2018-04-18,"MORADA DO SOL",2,1,0,1,85.95,175000
243,2018-04-18,"TODOS OS SANTOS",2,1,0,1,1,180000
244,2018-04-18,"VILA MAURICEIA",2,1,0,1,48,180000
245,2018-04-18,"TODOS OS SANTOS",2,2,0,1,1,180000
246,2018-04-18,PANORAMA,3,2,0,1,1,180000
247,2018-04-18,IBITURUNA,2,1,0,1,1,189000
248,2018-04-18,"VILA BRASILIA",2,2,0,1,1,190000
249,2018-04-18,"TODOS OS SANTOS II",2,1,0,1,1,210000
250,2018-04-18,"MORADA DO SOL",3,3,0,2,1,210000
251,2018-04-18,IBITURUNA,2,2,0,1,1,215000
252,2018-04-18,"SANTA RITA",3,0,0,1,1,220000
253,2018-04-18,"CIDADE NOVA",3,1,0,2,1,220000
254,2018-04-18,IBITURUNA,2,2,0,2,1,221000
255,2018-04-18,IBITURUNA,3,2,0,1,1,230000
256,2018-04-18,"JARDIM PANORAMA",2,0,0,0,110,245000
257,2018-04-18,IBITURUNA,2,2,0,1,75.46,70000
258,2018-04-18,"EDGAR PEREIRA",3,3,0,1,1,245000
259,2018-04-18,"TODOS OS SANTOS",2,2,0,1,60,250000
260,2018-04-18,IBITURUNA,2,2,0,2,93,250000
261,2018-04-18,FUNCIONARIOS,2,1,0,1,75,253000
262,2018-04-18,"JARDIM SÃO MATEUS",3,2,0,2,1,260000
263,2018-04-18,"VILA BRASILIA",3,2,0,2,1,260000
264,2018-04-18,"MORADA DO SOL",3,1,0,2,1,270000
265,2018-04-18,IBITURUNA,3,2,0,2,1,270000
266,2018-04-18,"JARDIM SÃO MATEUS",3,2,0,3,1,280000
267,2018-04-18,"TODOS OS SANTOS",2,1,0,1,1,280000
268,2018-04-18,"MORADA DO SOL",3,1,0,2,1,290000
269,2018-04-18,"VILA BRASILIA",3,2,0,2,1,295000
270,2018-04-18,CENTRO,3,1,0,1,100,298000
271,2018-04-18,IBITURUNA,2,2,0,1,88.44,300000
272,2018-04-18,IBITURUNA,3,1,0,2,1,300000
273,2018-04-18,IBITURUNA,3,1,0,2,1,300000
274,2018-04-18,IBITURUNA,3,2,0,2,111,300000
275,2018-04-18,"SANTA RITA",3,0,0,1,1,303000
276,2018-04-18,"CANDIDA CAMARA",4,1,0,2,1,310000
277,2018-04-18,"JARDIM SÃO MATEUS",3,2,0,4,1,315000
278,2018-04-18,"JARDIM SAO LUIZ",3,2,0,1,88,320000
279,2018-04-18,IBITURUNA,3,2,0,2,1,330000
280,2018-04-18,"CÂNDIDA CÂMARA",2,2,0,1,1,330000
281,2018-04-18,"TODOS OS SANTOS",3,2,0,1,1,350000
282,2018-04-18,"VILA BRASILIA",3,3,0,2,0.01,350000
283,2018-04-18,IBITURUNA,3,0,0,2,180,350000
284,2018-04-18,IBITURUNA,3,2,0,1,1,358000
285,2018-04-18,"VILA BRASILIA",4,3,0,2,1,130000
286,2018-04-18,MARACANA,2,2,0,1,250,370000
287,2018-04-18,"TODOS OS SANTOS",3,3,0,2,120,390000
288,2018-04-18,IBITURUNA,3,3,0,2,1,400000
289,2018-04-18,MELO,3,3,0,2,1,500000
290,2018-04-18,"MORADA DO SOL",3,1,0,0,1,590000
291,2018-04-18,"VILA BRASILIA",5,3,0,2,0.01,590000
292,2018-04-18,IBITURUNA,3,3,0,3,1,600000
293,2018-04-18,IBITURUNA,3,2,0,2,1,600000
294,2018-04-18,"VILA SANTA MARIA",3,4,0,2,308.02,600000
295,2018-04-18,MELO,4,3,0,4,240,640000
