id,dia,bairro,quartos,banheiros,suites,garagens,area,valor
178,2018-04-02,BELVEDERE,2,1,0,1,1,110000
179,2018-04-02,BELVEDERE,2,1,0,1,1,139000
180,2018-04-02,IBITURUNA,3,1,0,1,1,145000
181,2018-04-02,TODOS OS SANTOS,2,1,0,1,60,150000
182,2018-04-02,EDGAR PEREIRA,2,1,0,1,40.5,155000
183,2018-04-02,MORADA DO SOL,2,1,0,1,85.95,175000
184,2018-04-02,TODOS OS SANTOS,2,1,0,1,1,180000
185,2018-04-02,VILA MAURICEIA,2,1,0,1,48,180000
186,2018-04-02,TODOS OS SANTOS,2,2,0,1,1,180000
187,2018-04-02,PANORAMA,3,2,0,1,1,180000
188,2018-04-02,IBITURUNA,2,1,0,1,1,189000
189,2018-04-02,VILA BRASILIA,2,2,0,1,1,190000
190,2018-04-02,TODOS OS SANTOS II,2,1,0,1,1,210000
191,2018-04-02,MORADA DO SOL,3,3,0,2,1,210000
192,2018-04-02,IBITURUNA,2,2,0,1,1,215000
193,2018-04-02,SANTA RITA,3,0,0,1,1,220000
194,2018-04-02,CIDADE NOVA,3,1,0,2,1,220000
195,2018-04-02,IBITURUNA,2,2,0,2,1,221000
196,2018-04-02,IBITURUNA,3,2,0,1,1,230000
197,2018-04-02,JARDIM PANORAMA,2,0,0,0,110,245000
198,2018-04-02,IBITURUNA,2,2,0,1,75.46,70000
199,2018-04-02,EDGAR PEREIRA,3,3,0,1,1,245000
200,2018-04-02,TODOS OS SANTOS,2,2,0,1,60,250000
201,2018-04-02,IBITURUNA,2,2,0,2,93,250000
202,2018-04-02,FUNCIONARIOS,2,1,0,1,75,253000
203,2018-04-02,JARDIM SÃO MATEUS,3,2,0,2,1,260000
204,2018-04-02,VILA BRASILIA,3,2,0,2,1,260000
205,2018-04-02,MORADA DO SOL,3,1,0,2,1,270000
206,2018-04-02,IBITURUNA,3,2,0,2,1,270000
207,2018-04-02,JARDIM SÃO MATEUS,3,2,0,3,1,280000
208,2018-04-02,TODOS OS SANTOS,2,1,0,1,1,280000
209,2018-04-02,MORADA DO SOL,3,1,0,2,1,290000
210,2018-04-02,VILA BRASILIA,3,2,0,2,1,295000
211,2018-04-02,CENTRO,3,1,0,1,100,298000
212,2018-04-02,IBITURUNA,2,2,0,1,88.44,300000
213,2018-04-02,IBITURUNA,3,1,0,2,1,300000
214,2018-04-02,IBITURUNA,3,1,0,2,1,300000
215,2018-04-02,IBITURUNA,3,2,0,2,111,300000
216,2018-04-02,SANTA RITA,3,0,0,1,1,303000
217,2018-04-02,CANDIDA CAMARA,4,1,0,2,1,310000
218,2018-04-02,JARDIM SÃO MATEUS,3,2,0,4,1,315000
219,2018-04-02,JARDIM SAO LUIZ,3,2,0,1,88,320000
220,2018-04-02,IBITURUNA,3,2,0,2,1,330000
221,2018-04-02,CÂNDIDA CÂMARA,2,2,0,1,1,330000
222,2018-04-02,TODOS OS SANTOS,3,2,0,1,1,350000
223,2018-04-02,VILA BRASILIA,3,3,0,2,0.01,350000
224,2018-04-02,IBITURUNA,3,0,0,2,180,350000
225,2018-04-02,IBITURUNA,3,2,0,1,1,358000
226,2018-04-02,VILA BRASILIA,4,3,0,2,1,130000
227,2018-04-02,MARACANA,2,2,0,1,250,370000
228,2018-04-02,TODOS OS SANTOS,3,3,0,2,120,390000
229,2018-04-02,IBITURUNA,3,3,0,2,1,400000
230,2018-04-02,MELO,3,3,0,2,1,500000
231,2018-04-02,MORADA DO SOL,3,1,0,0,1,590000
233,2018-04-02,IBITURUNA,3,3,0,3,1,600000
234,2018-04-02,IBITURUNA,3,2,0,2,1,600000
235,2018-04-02,VILA SANTA MARIA,3,4,0,2,308.02,600000
236,2018-04-02,MELO,4,3,0,4,240,640000
