id,dia,bairro,quartos,banheiros,suites,garagens,area,valor
89,2018-04-02,"Todos Os Santos",3,1,0,2,0,600000
90,2018-04-02,"Vila Cidade Santa Maria",3,2,0,2,120,480000
91,2018-04-02,"Augusta Mota",3,1,0,2,85,300000
92,2018-04-02,"Augusta Mota",3,1,0,2,0,70000
93,2018-04-02,"Augusta Mota",3,1,0,2,0,550000
94,2018-04-02,"Augusta Mota",3,1,0,2,0,570000
95,2018-04-02,"Jardim Panorama",2,2,0,1,65,215000
96,2018-04-02,"São Jose",4,3,0,1,0,285000
97,2018-04-02,Centro,4,5,0,2,0,750000
98,2018-04-02,Centro,3,1,0,1,0,300000
99,2018-04-02,Centro,4,3,0,2,0,600000
100,2018-04-02,Planalto,2,1,0,1,0,140000
101,2018-04-02,"Cândida Câmara",0,0,0,0,0,0
102,2018-04-02,"Morada Do Sol",3,1,0,1,0,220000
103,2018-04-02,Centro,3,2,0,2,0,650000
104,2018-04-02,Belvedere,2,1,0,1,43,130000
105,2018-04-02,Melo,3,1,0,1,0,330000
106,2018-04-02,"Vila Cidade Santa Maria",3,1,0,2,122,550000
107,2018-04-02,Melo,3,2,0,2,0,0
108,2018-04-02,Centro,3,1,0,1,0,230000
109,2018-04-02,Ibituruna,3,2,0,2,0,420000
110,2018-04-02,Centro,3,1,0,1,0,450000
111,2018-04-02,Ibituruna,2,2,0,2,115,390000
112,2018-04-02,Melo,3,1,0,2,0,640000
113,2018-04-02,Ibituruna,2,1,0,2,60,270000
114,2018-04-02,Ibituruna,3,1,0,2,83,300000
