id,dia,bairro,quartos,banheiros,suites,garagens,area,valor
1343,2018-04-18,Panorama II ,2,0,0,1,0,167000
1344,2018-04-18,Augusta Mota ,2,0,0,1,0,180000
1350,2018-04-18,Centro ,2,0,1,1,0,180000
1353,2018-04-18,Prolongamento Todos os Santos ,3,0,1,2,0,195000
1357,2018-04-18,Ibituruna ,3,0,1,2,0,400000
1359,2018-04-18,Centro ,3,0,1,2,0,450000
1360,2018-04-18,Funcionários ,2,0,0,1,0,230000
1361,2018-04-18,Centro ,2,0,1,1,0,200000
1362,2018-04-18,Morada do Sol ,3,0,1,2,0,280000
1366,2018-04-18,Morada do Sol ,2,0,2,1,0,290000
1369,2018-04-18,Vila Guilhermina ,2,0,1,0,0,310000
1371,2018-04-18,Centro ,3,0,1,2,0,340000
1372,2018-04-18,Todos os Santos ,4,0,2,2,0,1100000
1374,2018-04-18,Ibituruna ,2,0,1,2,0,250000
1375,2018-04-18,Cândida Câmara ,3,0,1,1,0,400000
1376,2018-04-18,Morada do Sol ,3,0,1,2,0,470000
1382,2018-04-18,Centro ,2,0,1,1,0,280000
1383,2018-04-18,Jardim Panorama ,3,0,1,2,0,420000
1384,2018-04-18,Morada do Sol ,2,0,1,0,0,230000
1400,2018-04-18,Cidade Santa Maria ,3,0,1,2,0,420000
1401,2018-04-18,Ibituruna ,3,0,0,1,0,180000
1402,2018-04-18,Todos os Santos ,3,0,1,0,0,378000
1412,2018-04-18,Jardim São Luiz ,3,0,1,2,0,0
1413,2018-04-18,Panorama II ,2,0,0,1,0,195000
1424,2018-04-18,Jardim Panorama ,2,0,1,1,0,190000
1427,2018-04-18,Ibituruna ,3,0,1,2,0,430000
1428,2018-04-18,Ibituruna ,3,0,1,1,0,300000
1429,2018-04-18,Melo ,3,0,1,2,0,650000
1430,2018-04-18,Funcionários ,4,0,2,2,0,850000
1439,2018-04-18,Ibituruna ,3,0,1,2,0,410000
1440,2018-04-18,Ibituruna ,3,0,1,1,0,300000
1442,2018-04-18,Centro ,3,0,1,1,0,295000
1457,2018-04-18,Morada do Sol ,3,0,1,2,0,350000
1475,2018-04-18,Todos os Santos ,4,0,1,2,0,700000
1479,2018-04-18,Funcionários ,3,0,1,2,0,330000
1480,2018-04-18,Edgar Pereira ,2,0,0,1,0,149000
1481,2018-04-18,Centro ,3,0,1,1,0,280000
1489,2018-04-18,Ibituruna ,3,0,1,0,0,550000
1500,2018-04-18,Morada do Sol ,3,0,1,2,0,595000
1501,2018-04-18,Morada do Sol ,3,0,1,2,0,350000
1502,2018-04-18,Morada da Serra ,3,0,1,1,0,180000
1503,2018-04-18,Ibituruna ,3,0,1,2,0,320000
1504,2018-04-18,Ibituruna ,3,0,1,2,0,355000
1506,2018-04-18,Ibituruna ,3,0,1,2,0,360000
1510,2018-04-18,Canelas I ,2,0,1,1,0,170000
1511,2018-04-18,Canelas I ,2,0,1,1,0,170000
1512,2018-04-18,Canelas I ,2,0,1,1,0,170000
1513,2018-04-18,Canelas I ,2,0,1,1,0,170000
1514,2018-04-18,Canelas I ,2,0,1,1,0,170000
1515,2018-04-18,Canelas I ,2,0,1,1,0,170000
1516,2018-04-18,Canelas I ,2,0,1,1,0,170000
1517,2018-04-18,Canelas I ,2,0,1,1,0,170000
1518,2018-04-18,Canelas I ,2,0,1,1,0,170000
1519,2018-04-18,Canelas I ,2,0,1,1,0,170000
1520,2018-04-18,Canelas I ,2,0,1,1,0,170000
1521,2018-04-18,Canelas I ,2,0,1,1,0,170000
1525,2018-04-18,Cândida Câmara ,4,0,1,2,0,950000
1528,2018-04-18,Funcionários ,2,0,0,1,0,250000
1529,2018-04-18,Cidade Nova ,3,0,1,1,0,330000
1538,2018-04-18,Morada do Sol ,3,0,1,1,0,295000
1539,2018-04-18,Cândida Câmara ,4,0,2,5,0,600000
1543,2018-04-18,Morada do Sol ,3,0,1,2,0,350000
1544,2018-04-18,Planalto ,2,0,0,1,0,160000
1546,2018-04-18,Belvedere ,2,0,0,1,0,115000
1548,2018-04-18,Planalto ,2,0,0,1,0,144000
1552,2018-04-18,Melo ,3,0,0,1,0,650000
1554,2018-04-18,Centro ,3,0,1,1,0,450000
1555,2018-04-18,Morada da Serra ,3,0,1,1,0,160000
1560,2018-04-18,Centro ,3,0,1,2,0,350000
1561,2018-04-18,Augusta Mota ,3,0,1,2,0,220000
1563,2018-04-18,Ibituruna ,3,0,1,0,0,300000
