id,dia,bairro,quartos,banheiros,suites,garagens,area,valor
1,2018-02-18,Edgar Pereira ,2,0,0,1,0,155000
2,2018-02-18,Edgar Pereira ,2,0,0,1,0,0
3,2018-02-18,Planalto ,3,0,1,1,0,190000
4,2018-02-18,Ibituruna ,2,0,1,2,0,270000
5,2018-02-18,Cândida Câmara ,3,0,1,0,0,381150
6,2018-02-18,Ibituruna ,3,0,1,2,0,330000
7,2018-02-18,Augusta Mota ,3,0,1,2,0,550000
8,2018-02-18,Ibituruna ,3,0,1,2,0,340000
9,2018-02-18,Ibituruna ,3,0,1,2,0,250000
10,2018-02-18,Morada do Sol ,3,0,2,2,0,400000
11,2018-02-18,Centro ,3,0,1,2,0,480000
12,2018-02-18,Todos os Santos ,3,0,1,0,0,459372.26
13,2018-02-18,Morada do Sol ,3,0,1,2,0,570000
14,2018-02-18,Todos os Santos ,3,0,1,0,0,362000
15,2018-02-18,Centro ,3,0,1,2,0,650000
16,2018-02-18,São José ,3,0,1,2,0,330000
17,2018-02-18,Ibituruna ,2,0,1,1,0,200000
18,2018-02-18,Ibituruna ,3,0,1,2,0,650000
19,2018-02-18,Morada do Sol ,2,0,1,1,0,270000
20,2018-02-18,Ibituruna ,3,0,1,2,0,320000
21,2018-02-18,Jardim São Luiz ,4,0,2,3,0,777862.91
22,2018-02-18,Centro ,3,0,1,0,0,390000
23,2018-02-18,Todos os Santos ,4,0,2,0,0,790000
24,2018-02-18,Cândida Câmara ,3,0,1,2,0,320000
25,2018-02-18,Todos os Santos ,2,0,1,0,0,310680
26,2018-02-18,Melo ,4,0,1,3,0,657382.63
27,2018-02-18,Cândida Câmara ,3,0,1,2,0,420000
28,2018-02-18,Todos os Santos ,4,0,1,0,0,465676
29,2018-02-18,Ibituruna ,3,0,1,1,0,290000
30,2018-02-18,Augusta Mota ,3,0,1,0,0,450000
31,2018-02-18,Ibituruna ,3,0,1,2,0,260000
32,2018-02-18,Ibituruna ,2,0,1,0,0,219000
33,2018-02-18,Ibituruna ,3,0,1,2,0,260000
34,2018-02-18,Ibituruna ,2,0,0,1,0,198000
35,2018-02-18,Augusta Mota ,2,0,1,0,0,270000
36,2018-02-18,Morada do Sol ,3,0,1,2,0,450000
37,2018-02-18,Morada da Serra ,2,0,0,0,0,200000
38,2018-02-18,Morada do Sol ,3,0,2,2,0,630000
39,2018-02-18,Ibituruna ,3,0,1,3,0,340000
40,2018-02-18,Todos os Santos ,1,0,1,0,0,190000
41,2018-02-18,Cândida Câmara ,3,0,1,2,0,410000
42,2018-02-18,Cidade Santa Maria ,3,0,3,2,0,700000
43,2018-02-18,Cândida Câmara ,3,0,1,1,0,360000
44,2018-02-18,Ibituruna ,3,0,1,0,0,390000
45,2018-02-18,Ibituruna ,4,0,1,2,0,650000
46,2018-02-18,Funcionários ,3,0,1,1,0,315000
47,2018-02-18,Lourdes ,3,0,1,2,0,300000
48,2018-02-18,Canelas ,2,0,1,1,0,200000
49,2018-02-18,Ibituruna ,3,0,1,1,0,330000
50,2018-02-18,Belvedere ,2,0,0,1,0,100000
51,2018-02-18,Cidade Nova ,2,0,0,1,0,230000
52,2018-02-18,Ibituruna ,2,0,0,1,0,202000
53,2018-02-18,Morada do Sol ,3,0,2,2,0,440000
54,2018-02-18,Cândida Câmara ,3,0,1,2,0,370000
55,2018-02-18,Morada do Parque ,3,0,0,2,0,280000
56,2018-02-18,Ibituruna ,3,0,1,3,0,480000
57,2018-02-18,Centro ,3,0,1,2,0,330000
58,2018-02-18,Morada do Parque ,3,0,1,1,0,200000
59,2018-02-18,Augusta Mota ,3,0,1,1,0,260000
60,2018-02-18,Ibituruna ,3,0,1,1,0,420000
61,2018-02-18,Morada do Sol ,3,0,1,1,0,450000
62,2018-02-18,Ibituruna ,3,0,1,1,0,240000
63,2018-02-18,Morada do Sol ,3,0,1,2,0,340000
64,2018-02-18,Melo ,3,0,1,2,0,650000
65,2018-02-18,Ibituruna ,2,0,1,2,0,340000
66,2018-02-18,Ibituruna ,2,0,0,1,0,193000
67,2018-02-18,Ibituruna ,3,0,1,2,0,300000
68,2018-02-18,Augusta Mota ,3,0,1,2,0,280000
69,2018-02-18,Melo ,2,0,1,1,0,295000
70,2018-02-18,Centro ,3,0,1,1,0,420000
71,2018-02-18,Ibituruna ,2,0,1,1,0,215000
72,2018-02-18,Cidade Santa Maria ,3,0,1,2,0,500000
73,2018-02-18,São Geraldo ,2,0,0,1,0,130000
74,2018-02-18,Centro ,3,0,1,2,0,450000
75,2018-02-18,Morada do Sol ,3,0,1,2,0,360000
76,2018-02-18,Cândida Câmara ,3,0,1,0,0,380000
77,2018-02-18,São Mateus ,3,0,1,2,0,260000
78,2018-02-18,Cândida Câmara ,3,0,1,1,0,400000
79,2018-02-18,Centro ,2,0,1,1,0,240000
80,2018-02-18,Todos os Santos ,1,0,1,0,0,190000
81,2018-02-18,Ibituruna ,3,0,1,2,0,320000
82,2018-02-18,Melo ,2,0,1,1,0,240000
83,2018-02-18,Vila Brasília ,3,0,2,2,0,357000
84,2018-02-18,Cândida Câmara ,3,0,1,2,0,380000
85,2018-02-18,Morada do Sol ,2,0,1,1,0,250000
86,2018-02-18,Ibituruna ,3,0,1,2,0,280000
87,2018-02-18,Augusta Mota ,2,0,0,2,0,528000
88,2018-02-18,Ibituruna ,3,0,1,2,0,340000
89,2018-02-18,Centro ,3,0,1,2,0,520000
90,2018-02-18,Ibituruna ,2,0,0,1,0,195000
91,2018-02-18,São José ,3,0,1,2,0,320000
92,2018-02-18,Ibituruna ,3,0,1,2,0,580000
93,2018-02-18,Centro ,2,0,1,1,0,315000
94,2018-02-18,Ibituruna ,3,0,1,3,0,370000
95,2018-02-18,Maracanã ,3,0,1,1,0,180000
96,2018-02-18,Morada do Sol ,3,0,1,2,0,650000
97,2018-02-18,Centro ,3,0,1,1,0,440000
98,2018-02-18,São José ,2,0,0,1,0,190000
99,2018-02-18,Ibituruna ,2,0,0,1,0,220000
100,2018-02-18,Canelas ,3,0,1,2,0,210000
101,2018-02-18,Augusta Mota ,3,0,0,2,0,270000
102,2018-02-18,Ibituruna ,3,0,1,2,0,320000
103,2018-02-18,São José ,3,0,1,2,0,380000
104,2018-02-18,Morada do Sol ,2,0,1,2,0,240000
105,2018-02-18,Morada do Sol ,2,0,1,2,0,550000
106,2018-02-18,Cândida Câmara ,4,0,1,2,0,950000
107,2018-02-18,Morada do Sol ,3,0,1,1,0,290000
